id,target,epsilon,delta,tempo_inicio,tempo_fim,prediction
11,1,0.4,0.01,Sun Jul 25 20:41:02 -03 2021,Sun Jul 25 20:41:03 -03 2021,5746
17,7,0.1,0.05,Sun Jul 25 20:41:04 -03 2021,Sun Jul 25 20:41:06 -03 2021,261230
12,7,0.2,0.01,Sun Jul 25 20:41:07 -03 2021,Sun Jul 25 20:41:08 -03 2021,199369
5,8,0.2,0.01,Sun Jul 25 20:41:09 -03 2021,Sun Jul 25 20:41:11 -03 2021,93
11,1,0.4,0.1,Sun Jul 25 20:41:12 -03 2021,Sun Jul 25 20:41:13 -03 2021,5049
11,1,0.2,0.05,Sun Jul 25 20:41:14 -03 2021,Sun Jul 25 20:41:15 -03 2021,6895
4,8,0.1,0.05,Sun Jul 25 20:41:17 -03 2021,Sun Jul 25 20:41:18 -03 2021,79
11,0,0.3,0.1,Sun Jul 25 20:41:19 -03 2021,Sun Jul 25 20:41:20 -03 2021,1618651
16,7,0.2,0.05,Sun Jul 25 20:41:21 -03 2021,Sun Jul 25 20:41:22 -03 2021,185453
0,0,0.3,0.01,Sun Jul 25 20:41:23 -03 2021,Sun Jul 25 20:41:25 -03 2021,1433914
0,7,0.4,0.1,Sun Jul 25 20:41:26 -03 2021,Sun Jul 25 20:41:27 -03 2021,231809
7,8,0.1,0.1,Sun Jul 25 20:41:28 -03 2021,Sun Jul 25 20:41:30 -03 2021,79
4,7,0.4,0.01,Sun Jul 25 20:41:31 -03 2021,Sun Jul 25 20:41:32 -03 2021,166613
0,8,0.4,0.1,Sun Jul 25 20:41:33 -03 2021,Sun Jul 25 20:41:34 -03 2021,90
0,8,0.4,0.05,Sun Jul 25 20:41:35 -03 2021,Sun Jul 25 20:41:37 -03 2021,109
8,7,0.4,0.05,Sun Jul 25 20:41:38 -03 2021,Sun Jul 25 20:41:39 -03 2021,212204
14,7,0.4,0.05,Sun Jul 25 20:41:40 -03 2021,Sun Jul 25 20:41:41 -03 2021,213265
6,7,0.2,0.1,Sun Jul 25 20:41:42 -03 2021,Sun Jul 25 20:41:43 -03 2021,212728
7,8,0.3,0.05,Sun Jul 25 20:41:44 -03 2021,Sun Jul 25 20:41:46 -03 2021,65
8,7,0.4,0.01,Sun Jul 25 20:41:47 -03 2021,Sun Jul 25 20:41:48 -03 2021,266581
15,8,0.2,0.1,Sun Jul 25 20:41:49 -03 2021,Sun Jul 25 20:41:51 -03 2021,66
16,8,0.1,0.05,Sun Jul 25 20:41:52 -03 2021,Sun Jul 25 20:41:53 -03 2021,84
5,0,0.4,0.01,Sun Jul 25 20:41:54 -03 2021,Sun Jul 25 20:41:56 -03 2021,1040313
12,1,0.2,0.05,Sun Jul 25 20:41:57 -03 2021,Sun Jul 25 20:41:58 -03 2021,7505
6,1,0.3,0.01,Sun Jul 25 20:41:59 -03 2021,Sun Jul 25 20:42:01 -03 2021,5713
19,1,0.2,0.1,Sun Jul 25 20:42:02 -03 2021,Sun Jul 25 20:42:03 -03 2021,6629
3,0,0.1,0.1,Sun Jul 25 20:42:04 -03 2021,Sun Jul 25 20:42:05 -03 2021,1436383
14,8,0.4,0.1,Sun Jul 25 20:42:06 -03 2021,Sun Jul 25 20:42:07 -03 2021,60
5,1,0.1,0.05,Sun Jul 25 20:42:08 -03 2021,Sun Jul 25 20:42:10 -03 2021,6550
9,0,0.2,0.1,Sun Jul 25 20:42:11 -03 2021,Sun Jul 25 20:42:12 -03 2021,1556027
10,1,0.1,0.1,Sun Jul 25 20:42:13 -03 2021,Sun Jul 25 20:42:14 -03 2021,6356
0,7,0.1,0.01,Sun Jul 25 20:42:15 -03 2021,Sun Jul 25 20:42:17 -03 2021,222711
5,1,0.3,0.05,Sun Jul 25 20:42:18 -03 2021,Sun Jul 25 20:42:19 -03 2021,5666
7,1,0.2,0.1,Sun Jul 25 20:42:20 -03 2021,Sun Jul 25 20:42:21 -03 2021,5227
10,7,0.4,0.1,Sun Jul 25 20:42:22 -03 2021,Sun Jul 25 20:42:24 -03 2021,236304
11,1,0.1,0.1,Sun Jul 25 20:42:25 -03 2021,Sun Jul 25 20:42:26 -03 2021,6694
4,7,0.2,0.1,Sun Jul 25 20:42:27 -03 2021,Sun Jul 25 20:42:28 -03 2021,233042
5,1,0.1,0.01,Sun Jul 25 20:42:29 -03 2021,Sun Jul 25 20:42:31 -03 2021,6224
14,7,0.2,0.01,Sun Jul 25 20:42:32 -03 2021,Sun Jul 25 20:42:33 -03 2021,237060
17,0,0.3,0.05,Sun Jul 25 20:42:34 -03 2021,Sun Jul 25 20:42:36 -03 2021,1695234
19,7,0.3,0.1,Sun Jul 25 20:42:37 -03 2021,Sun Jul 25 20:42:38 -03 2021,226738
6,8,0.2,0.01,Sun Jul 25 20:42:39 -03 2021,Sun Jul 25 20:42:41 -03 2021,88
16,0,0.3,0.01,Sun Jul 25 20:42:42 -03 2021,Sun Jul 25 20:42:43 -03 2021,1225609
0,1,0.3,0.1,Sun Jul 25 20:42:45 -03 2021,Sun Jul 25 20:42:46 -03 2021,5796
4,1,0.4,0.1,Sun Jul 25 20:42:47 -03 2021,Sun Jul 25 20:42:48 -03 2021,7489
11,8,0.4,0.05,Sun Jul 25 20:42:49 -03 2021,Sun Jul 25 20:42:50 -03 2021,67
8,7,0.4,0.1,Sun Jul 25 20:42:51 -03 2021,Sun Jul 25 20:42:53 -03 2021,183849
0,8,0.3,0.01,Sun Jul 25 20:42:54 -03 2021,Sun Jul 25 20:42:56 -03 2021,79
14,0,0.3,0.1,Sun Jul 25 20:42:57 -03 2021,Sun Jul 25 20:42:58 -03 2021,1217255
8,0,0.3,0.05,Sun Jul 25 20:42:59 -03 2021,Sun Jul 25 20:43:01 -03 2021,1189443
3,0,0.3,0.01,Sun Jul 25 20:43:02 -03 2021,Sun Jul 25 20:43:04 -03 2021,1433205
14,7,0.4,0.01,Sun Jul 25 20:43:05 -03 2021,Sun Jul 25 20:43:06 -03 2021,197467
1,7,0.1,0.05,Sun Jul 25 20:43:07 -03 2021,Sun Jul 25 20:43:09 -03 2021,214701
9,8,0.1,0.05,Sun Jul 25 20:43:10 -03 2021,Sun Jul 25 20:43:11 -03 2021,80
12,7,0.3,0.1,Sun Jul 25 20:43:12 -03 2021,Sun Jul 25 20:43:13 -03 2021,202445
15,0,0.4,0.1,Sun Jul 25 20:43:14 -03 2021,Sun Jul 25 20:43:16 -03 2021,1772442
19,1,0.4,0.01,Sun Jul 25 20:43:17 -03 2021,Sun Jul 25 20:43:19 -03 2021,6471
1,8,0.3,0.1,Sun Jul 25 20:43:20 -03 2021,Sun Jul 25 20:43:21 -03 2021,77
8,0,0.1,0.1,Sun Jul 25 20:43:22 -03 2021,Sun Jul 25 20:43:24 -03 2021,1456936
2,8,0.4,0.05,Sun Jul 25 20:43:25 -03 2021,Sun Jul 25 20:43:26 -03 2021,79
7,1,0.3,0.1,Sun Jul 25 20:43:27 -03 2021,Sun Jul 25 20:43:28 -03 2021,5278
7,0,0.3,0.05,Sun Jul 25 20:43:29 -03 2021,Sun Jul 25 20:43:30 -03 2021,1237102
10,8,0.4,0.05,Sun Jul 25 20:43:31 -03 2021,Sun Jul 25 20:43:33 -03 2021,64
1,7,0.1,0.01,Sun Jul 25 20:43:34 -03 2021,Sun Jul 25 20:43:35 -03 2021,215236
8,7,0.2,0.1,Sun Jul 25 20:43:36 -03 2021,Sun Jul 25 20:43:38 -03 2021,225807
15,1,0.1,0.01,Sun Jul 25 20:43:39 -03 2021,Sun Jul 25 20:43:41 -03 2021,6465
5,7,0.3,0.1,Sun Jul 25 20:43:42 -03 2021,Sun Jul 25 20:43:43 -03 2021,234355
2,0,0.3,0.01,Sun Jul 25 20:43:44 -03 2021,Sun Jul 25 20:43:46 -03 2021,1241070
17,8,0.3,0.01,Sun Jul 25 20:43:47 -03 2021,Sun Jul 25 20:43:48 -03 2021,78
19,0,0.3,0.01,Sun Jul 25 20:43:50 -03 2021,Sun Jul 25 20:43:51 -03 2021,1563707
12,0,0.2,0.01,Sun Jul 25 20:43:53 -03 2021,Sun Jul 25 20:43:54 -03 2021,1444990
18,1,0.4,0.05,Sun Jul 25 20:43:55 -03 2021,Sun Jul 25 20:43:57 -03 2021,6393
19,0,0.1,0.05,Sun Jul 25 20:43:58 -03 2021,Sun Jul 25 20:43:59 -03 2021,1587938
13,8,0.2,0.1,Sun Jul 25 20:44:00 -03 2021,Sun Jul 25 20:44:01 -03 2021,86
7,0,0.4,0.01,Sun Jul 25 20:44:02 -03 2021,Sun Jul 25 20:44:04 -03 2021,1640494
4,0,0.2,0.01,Sun Jul 25 20:44:05 -03 2021,Sun Jul 25 20:44:07 -03 2021,1621704
5,8,0.3,0.1,Sun Jul 25 20:44:08 -03 2021,Sun Jul 25 20:44:09 -03 2021,81
12,7,0.1,0.01,Sun Jul 25 20:44:10 -03 2021,Sun Jul 25 20:44:12 -03 2021,219865
6,1,0.3,0.05,Sun Jul 25 20:44:13 -03 2021,Sun Jul 25 20:44:14 -03 2021,6701
18,7,0.3,0.1,Sun Jul 25 20:44:15 -03 2021,Sun Jul 25 20:44:16 -03 2021,169168
5,1,0.4,0.05,Sun Jul 25 20:44:17 -03 2021,Sun Jul 25 20:44:19 -03 2021,5746
4,1,0.3,0.01,Sun Jul 25 20:44:20 -03 2021,Sun Jul 25 20:44:21 -03 2021,5483
18,8,0.4,0.01,Sun Jul 25 20:44:22 -03 2021,Sun Jul 25 20:44:24 -03 2021,83
3,8,0.1,0.1,Sun Jul 25 20:44:25 -03 2021,Sun Jul 25 20:44:26 -03 2021,80
6,1,0.2,0.01,Sun Jul 25 20:44:27 -03 2021,Sun Jul 25 20:44:29 -03 2021,6322
9,0,0.1,0.05,Sun Jul 25 20:44:30 -03 2021,Sun Jul 25 20:44:32 -03 2021,1479933
15,0,0.3,0.1,Sun Jul 25 20:44:33 -03 2021,Sun Jul 25 20:44:34 -03 2021,2408499
0,1,0.1,0.01,Sun Jul 25 20:44:35 -03 2021,Sun Jul 25 20:44:37 -03 2021,6510
5,0,0.1,0.1,Sun Jul 25 20:44:38 -03 2021,Sun Jul 25 20:44:39 -03 2021,1540268
14,1,0.2,0.1,Sun Jul 25 20:44:40 -03 2021,Sun Jul 25 20:44:41 -03 2021,6412
11,7,0.3,0.01,Sun Jul 25 20:44:42 -03 2021,Sun Jul 25 20:44:44 -03 2021,245786
15,8,0.2,0.01,Sun Jul 25 20:44:45 -03 2021,Sun Jul 25 20:44:47 -03 2021,88
7,0,0.4,0.1,Sun Jul 25 20:44:48 -03 2021,Sun Jul 25 20:44:49 -03 2021,1122443
4,7,0.1,0.05,Sun Jul 25 20:44:50 -03 2021,Sun Jul 25 20:44:51 -03 2021,231824
18,1,0.4,0.1,Sun Jul 25 20:44:52 -03 2021,Sun Jul 25 20:44:54 -03 2021,4621
1,0,0.3,0.01,Sun Jul 25 20:44:55 -03 2021,Sun Jul 25 20:44:56 -03 2021,1577305
13,7,0.4,0.01,Sun Jul 25 20:44:57 -03 2021,Sun Jul 25 20:44:59 -03 2021,134978
5,1,0.2,0.01,Sun Jul 25 20:45:00 -03 2021,Sun Jul 25 20:45:02 -03 2021,6541
16,8,0.2,0.1,Sun Jul 25 20:45:03 -03 2021,Sun Jul 25 20:45:04 -03 2021,90
2,1,0.1,0.1,Sun Jul 25 20:45:05 -03 2021,Sun Jul 25 20:45:07 -03 2021,6407
3,0,0.1,0.01,Sun Jul 25 20:45:08 -03 2021,Sun Jul 25 20:45:09 -03 2021,1568174
18,8,0.1,0.1,Sun Jul 25 20:45:10 -03 2021,Sun Jul 25 20:45:12 -03 2021,79
1,0,0.3,0.05,Sun Jul 25 20:45:13 -03 2021,Sun Jul 25 20:45:14 -03 2021,1319201
16,8,0.3,0.05,Sun Jul 25 20:45:15 -03 2021,Sun Jul 25 20:45:16 -03 2021,69
16,1,0.3,0.1,Sun Jul 25 20:45:17 -03 2021,Sun Jul 25 20:45:19 -03 2021,7286
15,0,0.1,0.01,Sun Jul 25 20:45:20 -03 2021,Sun Jul 25 20:45:21 -03 2021,1530246
7,0,0.1,0.01,Sun Jul 25 20:45:22 -03 2021,Sun Jul 25 20:45:24 -03 2021,1559226
3,8,0.3,0.05,Sun Jul 25 20:45:25 -03 2021,Sun Jul 25 20:45:26 -03 2021,75
15,7,0.1,0.01,Sun Jul 25 20:45:27 -03 2021,Sun Jul 25 20:45:29 -03 2021,214575
15,1,0.4,0.1,Sun Jul 25 20:45:30 -03 2021,Sun Jul 25 20:45:31 -03 2021,5554
1,8,0.4,0.01,Sun Jul 25 20:45:32 -03 2021,Sun Jul 25 20:45:34 -03 2021,71
11,8,0.1,0.05,Sun Jul 25 20:45:35 -03 2021,Sun Jul 25 20:45:36 -03 2021,75
15,1,0.4,0.05,Sun Jul 25 20:45:37 -03 2021,Sun Jul 25 20:45:39 -03 2021,6273
16,0,0.1,0.01,Sun Jul 25 20:45:40 -03 2021,Sun Jul 25 20:45:42 -03 2021,1510774
18,7,0.3,0.01,Sun Jul 25 20:45:43 -03 2021,Sun Jul 25 20:45:45 -03 2021,278206
13,1,0.4,0.1,Sun Jul 25 20:45:46 -03 2021,Sun Jul 25 20:45:47 -03 2021,6471
19,7,0.4,0.01,Sun Jul 25 20:45:48 -03 2021,Sun Jul 25 20:45:50 -03 2021,208063
19,7,0.1,0.1,Sun Jul 25 20:45:51 -03 2021,Sun Jul 25 20:45:52 -03 2021,225477
11,0,0.2,0.05,Sun Jul 25 20:45:53 -03 2021,Sun Jul 25 20:45:54 -03 2021,1540035
14,8,0.4,0.01,Sun Jul 25 20:45:56 -03 2021,Sun Jul 25 20:45:57 -03 2021,69
14,1,0.1,0.1,Sun Jul 25 20:45:58 -03 2021,Sun Jul 25 20:46:00 -03 2021,6942
13,1,0.2,0.05,Sun Jul 25 20:46:01 -03 2021,Sun Jul 25 20:46:02 -03 2021,5955
4,1,0.4,0.05,Sun Jul 25 20:46:03 -03 2021,Sun Jul 25 20:46:04 -03 2021,5601
6,7,0.1,0.1,Sun Jul 25 20:46:05 -03 2021,Sun Jul 25 20:46:06 -03 2021,231706
13,1,0.2,0.1,Sun Jul 25 20:46:07 -03 2021,Sun Jul 25 20:46:09 -03 2021,6123
18,8,0.4,0.1,Sun Jul 25 20:46:10 -03 2021,Sun Jul 25 20:46:11 -03 2021,84
13,1,0.4,0.01,Sun Jul 25 20:46:12 -03 2021,Sun Jul 25 20:46:14 -03 2021,5796
15,1,0.1,0.1,Sun Jul 25 20:46:15 -03 2021,Sun Jul 25 20:46:16 -03 2021,6568
18,0,0.4,0.01,Sun Jul 25 20:46:17 -03 2021,Sun Jul 25 20:46:19 -03 2021,1184801
12,1,0.2,0.01,Sun Jul 25 20:46:20 -03 2021,Sun Jul 25 20:46:22 -03 2021,7147
7,7,0.3,0.1,Sun Jul 25 20:46:23 -03 2021,Sun Jul 25 20:46:24 -03 2021,183223
4,7,0.3,0.05,Sun Jul 25 20:46:25 -03 2021,Sun Jul 25 20:46:26 -03 2021,225610
5,7,0.1,0.05,Sun Jul 25 20:46:27 -03 2021,Sun Jul 25 20:46:28 -03 2021,226037
4,1,0.3,0.05,Sun Jul 25 20:46:29 -03 2021,Sun Jul 25 20:46:31 -03 2021,5451
17,0,0.3,0.1,Sun Jul 25 20:46:32 -03 2021,Sun Jul 25 20:46:33 -03 2021,1731647
17,0,0.3,0.01,Sun Jul 25 20:46:34 -03 2021,Sun Jul 25 20:46:36 -03 2021,1752561
17,7,0.2,0.1,Sun Jul 25 20:46:37 -03 2021,Sun Jul 25 20:46:38 -03 2021,296959
12,8,0.3,0.05,Sun Jul 25 20:46:39 -03 2021,Sun Jul 25 20:46:40 -03 2021,77
19,7,0.4,0.1,Sun Jul 25 20:46:41 -03 2021,Sun Jul 25 20:46:43 -03 2021,279691
15,8,0.3,0.1,Sun Jul 25 20:46:44 -03 2021,Sun Jul 25 20:46:45 -03 2021,64
0,0,0.4,0.05,Sun Jul 25 20:46:46 -03 2021,Sun Jul 25 20:46:47 -03 2021,1176630
0,7,0.3,0.05,Sun Jul 25 20:46:48 -03 2021,Sun Jul 25 20:46:49 -03 2021,219601
4,8,0.3,0.05,Sun Jul 25 20:46:50 -03 2021,Sun Jul 25 20:46:52 -03 2021,58
3,1,0.1,0.05,Sun Jul 25 20:46:53 -03 2021,Sun Jul 25 20:46:54 -03 2021,6565
12,8,0.1,0.1,Sun Jul 25 20:46:55 -03 2021,Sun Jul 25 20:46:56 -03 2021,79
11,7,0.3,0.05,Sun Jul 25 20:46:57 -03 2021,Sun Jul 25 20:46:58 -03 2021,239578
15,8,0.3,0.05,Sun Jul 25 20:46:59 -03 2021,Sun Jul 25 20:47:01 -03 2021,82
11,0,0.2,0.01,Sun Jul 25 20:47:02 -03 2021,Sun Jul 25 20:47:03 -03 2021,1412970
7,0,0.3,0.1,Sun Jul 25 20:47:05 -03 2021,Sun Jul 25 20:47:06 -03 2021,1511584
5,8,0.4,0.1,Sun Jul 25 20:47:07 -03 2021,Sun Jul 25 20:47:08 -03 2021,72
11,8,0.1,0.1,Sun Jul 25 20:47:09 -03 2021,Sun Jul 25 20:47:10 -03 2021,77
5,8,0.2,0.05,Sun Jul 25 20:47:11 -03 2021,Sun Jul 25 20:47:13 -03 2021,85
4,1,0.1,0.1,Sun Jul 25 20:47:14 -03 2021,Sun Jul 25 20:47:15 -03 2021,6968
4,0,0.2,0.1,Sun Jul 25 20:47:16 -03 2021,Sun Jul 25 20:47:17 -03 2021,1418991
18,1,0.1,0.1,Sun Jul 25 20:47:18 -03 2021,Sun Jul 25 20:47:19 -03 2021,6051
8,8,0.1,0.1,Sun Jul 25 20:47:20 -03 2021,Sun Jul 25 20:47:22 -03 2021,75
7,8,0.4,0.05,Sun Jul 25 20:47:23 -03 2021,Sun Jul 25 20:47:24 -03 2021,70
14,8,0.1,0.1,Sun Jul 25 20:47:25 -03 2021,Sun Jul 25 20:47:26 -03 2021,79
4,8,0.2,0.05,Sun Jul 25 20:47:27 -03 2021,Sun Jul 25 20:47:29 -03 2021,75
11,8,0.4,0.1,Sun Jul 25 20:47:30 -03 2021,Sun Jul 25 20:47:31 -03 2021,78
10,1,0.4,0.01,Sun Jul 25 20:47:32 -03 2021,Sun Jul 25 20:47:34 -03 2021,5554
19,1,0.3,0.1,Sun Jul 25 20:47:35 -03 2021,Sun Jul 25 20:47:36 -03 2021,4982
9,0,0.4,0.05,Sun Jul 25 20:47:37 -03 2021,Sun Jul 25 20:47:38 -03 2021,969383
14,0,0.4,0.1,Sun Jul 25 20:47:39 -03 2021,Sun Jul 25 20:47:41 -03 2021,1254495
2,0,0.4,0.01,Sun Jul 25 20:47:42 -03 2021,Sun Jul 25 20:47:43 -03 2021,1706113
5,1,0.3,0.1,Sun Jul 25 20:47:44 -03 2021,Sun Jul 25 20:47:46 -03 2021,5461
14,7,0.1,0.05,Sun Jul 25 20:47:47 -03 2021,Sun Jul 25 20:47:48 -03 2021,216908
3,1,0.4,0.05,Sun Jul 25 20:47:49 -03 2021,Sun Jul 25 20:47:50 -03 2021,8649
7,1,0.2,0.05,Sun Jul 25 20:47:51 -03 2021,Sun Jul 25 20:47:53 -03 2021,5217
8,7,0.3,0.1,Sun Jul 25 20:47:54 -03 2021,Sun Jul 25 20:47:55 -03 2021,272767
2,8,0.1,0.05,Sun Jul 25 20:47:56 -03 2021,Sun Jul 25 20:47:57 -03 2021,77
11,7,0.3,0.1,Sun Jul 25 20:47:58 -03 2021,Sun Jul 25 20:47:59 -03 2021,238672
10,1,0.3,0.1,Sun Jul 25 20:48:00 -03 2021,Sun Jul 25 20:48:02 -03 2021,8731
5,0,0.3,0.1,Sun Jul 25 20:48:03 -03 2021,Sun Jul 25 20:48:04 -03 2021,1242398
13,0,0.1,0.01,Sun Jul 25 20:48:05 -03 2021,Sun Jul 25 20:48:07 -03 2021,1494922
1,7,0.2,0.1,Sun Jul 25 20:48:08 -03 2021,Sun Jul 25 20:48:09 -03 2021,199157
18,7,0.4,0.05,Sun Jul 25 20:48:10 -03 2021,Sun Jul 25 20:48:11 -03 2021,253886
6,7,0.3,0.1,Sun Jul 25 20:48:12 -03 2021,Sun Jul 25 20:48:14 -03 2021,242177
17,7,0.2,0.05,Sun Jul 25 20:48:15 -03 2021,Sun Jul 25 20:48:16 -03 2021,270675
8,8,0.3,0.05,Sun Jul 25 20:48:17 -03 2021,Sun Jul 25 20:48:18 -03 2021,75
18,0,0.3,0.05,Sun Jul 25 20:48:19 -03 2021,Sun Jul 25 20:48:20 -03 2021,1603448
0,8,0.3,0.1,Sun Jul 25 20:48:21 -03 2021,Sun Jul 25 20:48:23 -03 2021,92
16,0,0.1,0.05,Sun Jul 25 20:48:24 -03 2021,Sun Jul 25 20:48:25 -03 2021,1607727
10,0,0.4,0.05,Sun Jul 25 20:48:26 -03 2021,Sun Jul 25 20:48:27 -03 2021,1312080
7,7,0.1,0.1,Sun Jul 25 20:48:28 -03 2021,Sun Jul 25 20:48:30 -03 2021,223480
6,1,0.4,0.1,Sun Jul 25 20:48:31 -03 2021,Sun Jul 25 20:48:32 -03 2021,8698
17,8,0.2,0.05,Sun Jul 25 20:48:33 -03 2021,Sun Jul 25 20:48:34 -03 2021,75
1,7,0.4,0.05,Sun Jul 25 20:48:35 -03 2021,Sun Jul 25 20:48:36 -03 2021,183060
18,0,0.1,0.1,Sun Jul 25 20:48:37 -03 2021,Sun Jul 25 20:48:39 -03 2021,1490389
3,0,0.2,0.01,Sun Jul 25 20:48:40 -03 2021,Sun Jul 25 20:48:41 -03 2021,1667729
7,1,0.4,0.1,Sun Jul 25 20:48:42 -03 2021,Sun Jul 25 20:48:44 -03 2021,6059
5,1,0.1,0.1,Sun Jul 25 20:48:45 -03 2021,Sun Jul 25 20:48:46 -03 2021,6558
18,7,0.4,0.01,Sun Jul 25 20:48:47 -03 2021,Sun Jul 25 20:48:49 -03 2021,197467
3,0,0.1,0.05,Sun Jul 25 20:48:50 -03 2021,Sun Jul 25 20:48:51 -03 2021,1649431
16,7,0.3,0.01,Sun Jul 25 20:48:52 -03 2021,Sun Jul 25 20:48:54 -03 2021,203809
9,0,0.3,0.05,Sun Jul 25 20:48:55 -03 2021,Sun Jul 25 20:48:56 -03 2021,1775614
11,0,0.4,0.01,Sun Jul 25 20:48:57 -03 2021,Sun Jul 25 20:48:59 -03 2021,1523316
9,7,0.1,0.01,Sun Jul 25 20:49:00 -03 2021,Sun Jul 25 20:49:02 -03 2021,217160
4,1,0.4,0.01,Sun Jul 25 20:49:03 -03 2021,Sun Jul 25 20:49:05 -03 2021,9257
14,8,0.2,0.05,Sun Jul 25 20:49:06 -03 2021,Sun Jul 25 20:49:07 -03 2021,82
5,8,0.4,0.05,Sun Jul 25 20:49:08 -03 2021,Sun Jul 25 20:49:09 -03 2021,62
14,8,0.3,0.1,Sun Jul 25 20:49:10 -03 2021,Sun Jul 25 20:49:12 -03 2021,88
8,1,0.2,0.05,Sun Jul 25 20:49:13 -03 2021,Sun Jul 25 20:49:14 -03 2021,6456
0,8,0.1,0.05,Sun Jul 25 20:49:15 -03 2021,Sun Jul 25 20:49:16 -03 2021,77
4,1,0.3,0.1,Sun Jul 25 20:49:17 -03 2021,Sun Jul 25 20:49:19 -03 2021,7086
8,0,0.4,0.01,Sun Jul 25 20:49:20 -03 2021,Sun Jul 25 20:49:21 -03 2021,1774890
3,1,0.3,0.1,Sun Jul 25 20:49:22 -03 2021,Sun Jul 25 20:49:24 -03 2021,6327
3,1,0.4,0.1,Sun Jul 25 20:49:25 -03 2021,Sun Jul 25 20:49:26 -03 2021,7016
5,8,0.4,0.01,Sun Jul 25 20:49:27 -03 2021,Sun Jul 25 20:49:29 -03 2021,66
17,1,0.4,0.01,Sun Jul 25 20:49:30 -03 2021,Sun Jul 25 20:49:31 -03 2021,7090
0,1,0.2,0.01,Sun Jul 25 20:49:32 -03 2021,Sun Jul 25 20:49:34 -03 2021,6450
8,1,0.2,0.01,Sun Jul 25 20:49:35 -03 2021,Sun Jul 25 20:49:37 -03 2021,5784
12,0,0.3,0.01,Sun Jul 25 20:49:38 -03 2021,Sun Jul 25 20:49:40 -03 2021,1685390
6,1,0.2,0.1,Sun Jul 25 20:49:41 -03 2021,Sun Jul 25 20:49:42 -03 2021,6830
19,7,0.4,0.05,Sun Jul 25 20:49:43 -03 2021,Sun Jul 25 20:49:44 -03 2021,246549
12,8,0.4,0.01,Sun Jul 25 20:49:45 -03 2021,Sun Jul 25 20:49:47 -03 2021,90
3,0,0.4,0.01,Sun Jul 25 20:49:48 -03 2021,Sun Jul 25 20:49:50 -03 2021,1282792
0,1,0.4,0.01,Sun Jul 25 20:49:51 -03 2021,Sun Jul 25 20:49:52 -03 2021,7574
3,7,0.2,0.01,Sun Jul 25 20:49:53 -03 2021,Sun Jul 25 20:49:55 -03 2021,205719
2,0,0.3,0.1,Sun Jul 25 20:49:56 -03 2021,Sun Jul 25 20:49:57 -03 2021,1975657
10,7,0.2,0.01,Sun Jul 25 20:49:58 -03 2021,Sun Jul 25 20:50:00 -03 2021,194504
12,7,0.4,0.01,Sun Jul 25 20:50:01 -03 2021,Sun Jul 25 20:50:03 -03 2021,217617
10,8,0.2,0.05,Sun Jul 25 20:50:04 -03 2021,Sun Jul 25 20:50:05 -03 2021,88
19,0,0.4,0.1,Sun Jul 25 20:50:06 -03 2021,Sun Jul 25 20:50:07 -03 2021,1470788
9,0,0.4,0.1,Sun Jul 25 20:50:08 -03 2021,Sun Jul 25 20:50:10 -03 2021,1180702
9,8,0.2,0.01,Sun Jul 25 20:50:11 -03 2021,Sun Jul 25 20:50:12 -03 2021,75
3,7,0.3,0.01,Sun Jul 25 20:50:13 -03 2021,Sun Jul 25 20:50:15 -03 2021,185851
9,1,0.3,0.05,Sun Jul 25 20:50:16 -03 2021,Sun Jul 25 20:50:17 -03 2021,4436
