id,target,epsilon,delta,tempo_inicio,tempo_fim,prediction
18,1,0.4,0.01,Sun Jul 25 20:21:21 -03 2021,Sun Jul 25 20:21:23 -03 2021,4089
11,8,0.3,0.05,Sun Jul 25 20:21:24 -03 2021,Sun Jul 25 20:21:25 -03 2021,80
3,8,0.3,0.1,Sun Jul 25 20:21:26 -03 2021,Sun Jul 25 20:21:27 -03 2021,72
11,7,0.1,0.05,Sun Jul 25 20:21:28 -03 2021,Sun Jul 25 20:21:30 -03 2021,240890
9,7,0.2,0.1,Sun Jul 25 20:21:31 -03 2021,Sun Jul 25 20:21:32 -03 2021,231672
12,0,0.3,0.05,Sun Jul 25 20:21:33 -03 2021,Sun Jul 25 20:21:34 -03 2021,1218405
9,0,0.1,0.01,Sun Jul 25 20:21:35 -03 2021,Sun Jul 25 20:21:37 -03 2021,1656881
5,0,0.4,0.05,Sun Jul 25 20:21:38 -03 2021,Sun Jul 25 20:21:39 -03 2021,1632644
2,1,0.2,0.1,Sun Jul 25 20:21:40 -03 2021,Sun Jul 25 20:21:42 -03 2021,5907
3,1,0.2,0.01,Sun Jul 25 20:21:43 -03 2021,Sun Jul 25 20:21:44 -03 2021,6895
14,1,0.4,0.05,Sun Jul 25 20:21:45 -03 2021,Sun Jul 25 20:21:47 -03 2021,6599
14,1,0.3,0.05,Sun Jul 25 20:21:48 -03 2021,Sun Jul 25 20:21:49 -03 2021,5602
18,1,0.2,0.1,Sun Jul 25 20:21:50 -03 2021,Sun Jul 25 20:21:51 -03 2021,7900
7,8,0.4,0.1,Sun Jul 25 20:21:52 -03 2021,Sun Jul 25 20:21:53 -03 2021,63
16,1,0.3,0.05,Sun Jul 25 20:21:54 -03 2021,Sun Jul 25 20:21:56 -03 2021,6427
5,1,0.4,0.01,Sun Jul 25 20:21:57 -03 2021,Sun Jul 25 20:21:58 -03 2021,6288
9,8,0.1,0.1,Sun Jul 25 20:21:59 -03 2021,Sun Jul 25 20:22:01 -03 2021,82
8,7,0.3,0.05,Sun Jul 25 20:22:02 -03 2021,Sun Jul 25 20:22:03 -03 2021,246454
8,8,0.1,0.01,Sun Jul 25 20:22:04 -03 2021,Sun Jul 25 20:22:06 -03 2021,82
4,8,0.1,0.01,Sun Jul 25 20:22:07 -03 2021,Sun Jul 25 20:22:08 -03 2021,77
19,7,0.2,0.1,Sun Jul 25 20:22:09 -03 2021,Sun Jul 25 20:22:11 -03 2021,213821
14,7,0.2,0.05,Sun Jul 25 20:22:12 -03 2021,Sun Jul 25 20:22:13 -03 2021,188248
8,8,0.1,0.05,Sun Jul 25 20:22:14 -03 2021,Sun Jul 25 20:22:15 -03 2021,75
1,8,0.1,0.1,Sun Jul 25 20:22:16 -03 2021,Sun Jul 25 20:22:17 -03 2021,71
11,7,0.4,0.05,Sun Jul 25 20:22:18 -03 2021,Sun Jul 25 20:22:20 -03 2021,364555
16,8,0.1,0.1,Sun Jul 25 20:22:21 -03 2021,Sun Jul 25 20:22:22 -03 2021,75
8,8,0.2,0.1,Sun Jul 25 20:22:23 -03 2021,Sun Jul 25 20:22:24 -03 2021,88
19,8,0.3,0.05,Sun Jul 25 20:22:25 -03 2021,Sun Jul 25 20:22:26 -03 2021,78
7,1,0.1,0.1,Sun Jul 25 20:22:27 -03 2021,Sun Jul 25 20:22:29 -03 2021,6671
18,0,0.3,0.01,Sun Jul 25 20:22:30 -03 2021,Sun Jul 25 20:22:31 -03 2021,1656530
4,8,0.4,0.1,Sun Jul 25 20:22:32 -03 2021,Sun Jul 25 20:22:34 -03 2021,69
8,7,0.1,0.01,Sun Jul 25 20:22:35 -03 2021,Sun Jul 25 20:22:36 -03 2021,222203
4,8,0.3,0.01,Sun Jul 25 20:22:37 -03 2021,Sun Jul 25 20:22:39 -03 2021,66
1,7,0.4,0.01,Sun Jul 25 20:22:40 -03 2021,Sun Jul 25 20:22:42 -03 2021,173386
1,7,0.3,0.01,Sun Jul 25 20:22:43 -03 2021,Sun Jul 25 20:22:44 -03 2021,205193
1,7,0.4,0.1,Sun Jul 25 20:22:45 -03 2021,Sun Jul 25 20:22:47 -03 2021,229317
17,0,0.4,0.1,Sun Jul 25 20:22:48 -03 2021,Sun Jul 25 20:22:49 -03 2021,1236314
3,0,0.4,0.1,Sun Jul 25 20:22:50 -03 2021,Sun Jul 25 20:22:51 -03 2021,1697625
16,7,0.3,0.05,Sun Jul 25 20:22:52 -03 2021,Sun Jul 25 20:22:53 -03 2021,185851
15,1,0.3,0.05,Sun Jul 25 20:22:54 -03 2021,Sun Jul 25 20:22:56 -03 2021,4851
16,7,0.4,0.1,Sun Jul 25 20:22:57 -03 2021,Sun Jul 25 20:22:58 -03 2021,263290
0,0,0.1,0.05,Sun Jul 25 20:22:59 -03 2021,Sun Jul 25 20:23:00 -03 2021,1701032
13,1,0.4,0.05,Sun Jul 25 20:23:01 -03 2021,Sun Jul 25 20:23:02 -03 2021,6409
17,1,0.2,0.05,Sun Jul 25 20:23:04 -03 2021,Sun Jul 25 20:23:05 -03 2021,8423
12,7,0.4,0.05,Sun Jul 25 20:23:06 -03 2021,Sun Jul 25 20:23:07 -03 2021,219860
11,0,0.2,0.1,Sun Jul 25 20:23:08 -03 2021,Sun Jul 25 20:23:09 -03 2021,1491742
10,8,0.1,0.01,Sun Jul 25 20:23:10 -03 2021,Sun Jul 25 20:23:12 -03 2021,79
6,8,0.1,0.01,Sun Jul 25 20:23:13 -03 2021,Sun Jul 25 20:23:15 -03 2021,79
17,7,0.3,0.1,Sun Jul 25 20:23:16 -03 2021,Sun Jul 25 20:23:17 -03 2021,201769
1,7,0.3,0.1,Sun Jul 25 20:23:18 -03 2021,Sun Jul 25 20:23:19 -03 2021,274834
18,0,0.2,0.05,Sun Jul 25 20:23:20 -03 2021,Sun Jul 25 20:23:21 -03 2021,1324893
12,8,0.2,0.05,Sun Jul 25 20:23:22 -03 2021,Sun Jul 25 20:23:24 -03 2021,66
3,1,0.4,0.01,Sun Jul 25 20:23:25 -03 2021,Sun Jul 25 20:23:26 -03 2021,6348
16,0,0.4,0.01,Sun Jul 25 20:23:27 -03 2021,Sun Jul 25 20:23:29 -03 2021,1640247
1,7,0.2,0.05,Sun Jul 25 20:23:30 -03 2021,Sun Jul 25 20:23:31 -03 2021,250914
1,1,0.3,0.1,Sun Jul 25 20:23:32 -03 2021,Sun Jul 25 20:23:34 -03 2021,5552
12,0,0.4,0.1,Sun Jul 25 20:23:35 -03 2021,Sun Jul 25 20:23:36 -03 2021,1493316
11,7,0.1,0.01,Sun Jul 25 20:23:37 -03 2021,Sun Jul 25 20:23:39 -03 2021,208163
12,8,0.1,0.01,Sun Jul 25 20:23:40 -03 2021,Sun Jul 25 20:23:42 -03 2021,77
5,8,0.2,0.1,Sun Jul 25 20:23:43 -03 2021,Sun Jul 25 20:23:44 -03 2021,88
2,1,0.3,0.1,Sun Jul 25 20:23:45 -03 2021,Sun Jul 25 20:23:46 -03 2021,4972
1,8,0.1,0.05,Sun Jul 25 20:23:47 -03 2021,Sun Jul 25 20:23:48 -03 2021,75
2,8,0.3,0.05,Sun Jul 25 20:23:49 -03 2021,Sun Jul 25 20:23:51 -03 2021,72
6,0,0.2,0.01,Sun Jul 25 20:23:52 -03 2021,Sun Jul 25 20:23:53 -03 2021,1383614
9,7,0.1,0.1,Sun Jul 25 20:23:54 -03 2021,Sun Jul 25 20:23:56 -03 2021,219550
4,1,0.2,0.01,Sun Jul 25 20:23:57 -03 2021,Sun Jul 25 20:23:58 -03 2021,5570
3,7,0.1,0.1,Sun Jul 25 20:23:59 -03 2021,Sun Jul 25 20:24:01 -03 2021,213368
0,7,0.3,0.1,Sun Jul 25 20:24:02 -03 2021,Sun Jul 25 20:24:03 -03 2021,243148
13,8,0.4,0.01,Sun Jul 25 20:24:04 -03 2021,Sun Jul 25 20:24:05 -03 2021,77
3,8,0.2,0.01,Sun Jul 25 20:24:07 -03 2021,Sun Jul 25 20:24:08 -03 2021,88
18,0,0.2,0.01,Sun Jul 25 20:24:09 -03 2021,Sun Jul 25 20:24:11 -03 2021,1300742
8,8,0.2,0.05,Sun Jul 25 20:24:12 -03 2021,Sun Jul 25 20:24:13 -03 2021,66
12,1,0.3,0.05,Sun Jul 25 20:24:14 -03 2021,Sun Jul 25 20:24:16 -03 2021,6384
16,8,0.4,0.05,Sun Jul 25 20:24:17 -03 2021,Sun Jul 25 20:24:18 -03 2021,69
12,1,0.1,0.01,Sun Jul 25 20:24:19 -03 2021,Sun Jul 25 20:24:21 -03 2021,6390
1,8,0.2,0.01,Sun Jul 25 20:24:22 -03 2021,Sun Jul 25 20:24:23 -03 2021,84
4,0,0.3,0.01,Sun Jul 25 20:24:24 -03 2021,Sun Jul 25 20:24:26 -03 2021,1465778
0,7,0.2,0.01,Sun Jul 25 20:24:27 -03 2021,Sun Jul 25 20:24:29 -03 2021,191032
18,7,0.1,0.1,Sun Jul 25 20:24:30 -03 2021,Sun Jul 25 20:24:31 -03 2021,237024
10,0,0.3,0.05,Sun Jul 25 20:24:32 -03 2021,Sun Jul 25 20:24:33 -03 2021,1499091
10,7,0.3,0.05,Sun Jul 25 20:24:34 -03 2021,Sun Jul 25 20:24:36 -03 2021,241693
16,7,0.2,0.01,Sun Jul 25 20:24:37 -03 2021,Sun Jul 25 20:24:38 -03 2021,211169
11,7,0.2,0.1,Sun Jul 25 20:24:39 -03 2021,Sun Jul 25 20:24:40 -03 2021,203319
10,8,0.4,0.1,Sun Jul 25 20:24:41 -03 2021,Sun Jul 25 20:24:43 -03 2021,75
12,7,0.2,0.05,Sun Jul 25 20:24:44 -03 2021,Sun Jul 25 20:24:45 -03 2021,219293
16,0,0.2,0.01,Sun Jul 25 20:24:46 -03 2021,Sun Jul 25 20:24:48 -03 2021,1212342
17,7,0.1,0.01,Sun Jul 25 20:24:49 -03 2021,Sun Jul 25 20:24:50 -03 2021,212924
1,1,0.4,0.01,Sun Jul 25 20:24:51 -03 2021,Sun Jul 25 20:24:53 -03 2021,6648
16,7,0.1,0.1,Sun Jul 25 20:24:54 -03 2021,Sun Jul 25 20:24:55 -03 2021,225407
2,8,0.2,0.01,Sun Jul 25 20:24:56 -03 2021,Sun Jul 25 20:24:58 -03 2021,87
13,7,0.1,0.05,Sun Jul 25 20:24:59 -03 2021,Sun Jul 25 20:25:00 -03 2021,224710
3,0,0.3,0.05,Sun Jul 25 20:25:01 -03 2021,Sun Jul 25 20:25:03 -03 2021,1982320
6,8,0.3,0.1,Sun Jul 25 20:25:04 -03 2021,Sun Jul 25 20:25:05 -03 2021,92
14,0,0.3,0.01,Sun Jul 25 20:25:06 -03 2021,Sun Jul 25 20:25:08 -03 2021,2218838
12,0,0.3,0.1,Sun Jul 25 20:25:09 -03 2021,Sun Jul 25 20:25:10 -03 2021,1284178
1,1,0.3,0.05,Sun Jul 25 20:25:11 -03 2021,Sun Jul 25 20:25:12 -03 2021,6973
9,8,0.4,0.01,Sun Jul 25 20:25:13 -03 2021,Sun Jul 25 20:25:15 -03 2021,89
1,8,0.2,0.1,Sun Jul 25 20:25:16 -03 2021,Sun Jul 25 20:25:17 -03 2021,88
19,8,0.2,0.01,Sun Jul 25 20:25:18 -03 2021,Sun Jul 25 20:25:20 -03 2021,86
1,1,0.1,0.05,Sun Jul 25 20:25:21 -03 2021,Sun Jul 25 20:25:22 -03 2021,6805
14,7,0.3,0.1,Sun Jul 25 20:25:23 -03 2021,Sun Jul 25 20:25:24 -03 2021,216974
12,8,0.2,0.01,Sun Jul 25 20:25:25 -03 2021,Sun Jul 25 20:25:27 -03 2021,66
3,7,0.1,0.05,Sun Jul 25 20:25:28 -03 2021,Sun Jul 25 20:25:29 -03 2021,204216
1,0,0.3,0.1,Sun Jul 25 20:25:30 -03 2021,Sun Jul 25 20:25:32 -03 2021,1517908
11,7,0.2,0.01,Sun Jul 25 20:25:33 -03 2021,Sun Jul 25 20:25:34 -03 2021,209165
6,7,0.3,0.01,Sun Jul 25 20:25:35 -03 2021,Sun Jul 25 20:25:37 -03 2021,189739
6,7,0.2,0.05,Sun Jul 25 20:25:38 -03 2021,Sun Jul 25 20:25:39 -03 2021,228632
17,1,0.3,0.05,Sun Jul 25 20:25:40 -03 2021,Sun Jul 25 20:25:41 -03 2021,4662
19,1,0.1,0.01,Sun Jul 25 20:25:42 -03 2021,Sun Jul 25 20:25:44 -03 2021,7047
17,7,0.4,0.01,Sun Jul 25 20:25:45 -03 2021,Sun Jul 25 20:25:47 -03 2021,144098
18,8,0.3,0.1,Sun Jul 25 20:25:48 -03 2021,Sun Jul 25 20:25:49 -03 2021,76
18,7,0.3,0.05,Sun Jul 25 20:25:50 -03 2021,Sun Jul 25 20:25:51 -03 2021,188948
12,8,0.3,0.01,Sun Jul 25 20:25:52 -03 2021,Sun Jul 25 20:25:54 -03 2021,61
3,8,0.1,0.01,Sun Jul 25 20:25:55 -03 2021,Sun Jul 25 20:25:57 -03 2021,77
12,8,0.2,0.1,Sun Jul 25 20:25:58 -03 2021,Sun Jul 25 20:25:59 -03 2021,66
9,1,0.2,0.01,Sun Jul 25 20:26:00 -03 2021,Sun Jul 25 20:26:02 -03 2021,6915
12,0,0.1,0.1,Sun Jul 25 20:26:03 -03 2021,Sun Jul 25 20:26:04 -03 2021,1443470
11,8,0.2,0.1,Sun Jul 25 20:26:05 -03 2021,Sun Jul 25 20:26:06 -03 2021,88
6,0,0.3,0.01,Sun Jul 25 20:26:07 -03 2021,Sun Jul 25 20:26:09 -03 2021,1393968
0,0,0.2,0.05,Sun Jul 25 20:26:10 -03 2021,Sun Jul 25 20:26:12 -03 2021,1489517
7,7,0.4,0.1,Sun Jul 25 20:26:13 -03 2021,Sun Jul 25 20:26:14 -03 2021,144098
14,0,0.3,0.05,Sun Jul 25 20:26:15 -03 2021,Sun Jul 25 20:26:16 -03 2021,1290745
15,7,0.2,0.05,Sun Jul 25 20:26:17 -03 2021,Sun Jul 25 20:26:18 -03 2021,221928
3,7,0.2,0.1,Sun Jul 25 20:26:19 -03 2021,Sun Jul 25 20:26:21 -03 2021,188012
5,0,0.2,0.01,Sun Jul 25 20:26:22 -03 2021,Sun Jul 25 20:26:23 -03 2021,1458350
6,0,0.4,0.05,Sun Jul 25 20:26:24 -03 2021,Sun Jul 25 20:26:26 -03 2021,1815014
1,8,0.4,0.1,Sun Jul 25 20:26:27 -03 2021,Sun Jul 25 20:26:28 -03 2021,149
13,7,0.4,0.1,Sun Jul 25 20:26:29 -03 2021,Sun Jul 25 20:26:30 -03 2021,253886
8,0,0.2,0.01,Sun Jul 25 20:26:31 -03 2021,Sun Jul 25 20:26:33 -03 2021,1495277
14,7,0.1,0.01,Sun Jul 25 20:26:34 -03 2021,Sun Jul 25 20:26:36 -03 2021,225921
6,8,0.1,0.1,Sun Jul 25 20:26:37 -03 2021,Sun Jul 25 20:26:38 -03 2021,79
4,0,0.4,0.05,Sun Jul 25 20:26:39 -03 2021,Sun Jul 25 20:26:40 -03 2021,1410011
14,0,0.1,0.01,Sun Jul 25 20:26:41 -03 2021,Sun Jul 25 20:26:43 -03 2021,1439791
6,0,0.4,0.01,Sun Jul 25 20:26:44 -03 2021,Sun Jul 25 20:26:46 -03 2021,1216480
10,0,0.4,0.1,Sun Jul 25 20:26:47 -03 2021,Sun Jul 25 20:26:48 -03 2021,2452634
12,7,0.4,0.1,Sun Jul 25 20:26:49 -03 2021,Sun Jul 25 20:26:50 -03 2021,343975
16,0,0.3,0.1,Sun Jul 25 20:26:51 -03 2021,Sun Jul 25 20:26:53 -03 2021,1723421
10,8,0.2,0.01,Sun Jul 25 20:26:54 -03 2021,Sun Jul 25 20:26:55 -03 2021,80
15,8,0.3,0.01,Sun Jul 25 20:26:56 -03 2021,Sun Jul 25 20:26:58 -03 2021,67
11,8,0.3,0.01,Sun Jul 25 20:26:59 -03 2021,Sun Jul 25 20:27:01 -03 2021,92
4,7,0.4,0.1,Sun Jul 25 20:27:02 -03 2021,Sun Jul 25 20:27:03 -03 2021,156812
12,1,0.3,0.01,Sun Jul 25 20:27:04 -03 2021,Sun Jul 25 20:27:06 -03 2021,6981
0,1,0.3,0.01,Sun Jul 25 20:27:07 -03 2021,Sun Jul 25 20:27:08 -03 2021,6685
7,1,0.2,0.01,Sun Jul 25 20:27:09 -03 2021,Sun Jul 25 20:27:11 -03 2021,5972
4,0,0.1,0.05,Sun Jul 25 20:27:12 -03 2021,Sun Jul 25 20:27:13 -03 2021,1551352
1,0,0.4,0.01,Sun Jul 25 20:27:14 -03 2021,Sun Jul 25 20:27:16 -03 2021,1218653
5,1,0.2,0.1,Sun Jul 25 20:27:17 -03 2021,Sun Jul 25 20:27:18 -03 2021,7200
11,1,0.4,0.05,Sun Jul 25 20:27:19 -03 2021,Sun Jul 25 20:27:21 -03 2021,6792
5,7,0.3,0.05,Sun Jul 25 20:27:22 -03 2021,Sun Jul 25 20:27:23 -03 2021,194625
12,8,0.4,0.05,Sun Jul 25 20:27:24 -03 2021,Sun Jul 25 20:27:25 -03 2021,108
10,1,0.1,0.01,Sun Jul 25 20:27:26 -03 2021,Sun Jul 25 20:27:28 -03 2021,6532
7,1,0.1,0.05,Sun Jul 25 20:27:29 -03 2021,Sun Jul 25 20:27:30 -03 2021,6785
4,7,0.4,0.05,Sun Jul 25 20:27:31 -03 2021,Sun Jul 25 20:27:32 -03 2021,311335
1,8,0.1,0.01,Sun Jul 25 20:27:33 -03 2021,Sun Jul 25 20:27:35 -03 2021,79
18,8,0.4,0.05,Sun Jul 25 20:27:36 -03 2021,Sun Jul 25 20:27:37 -03 2021,67
17,8,0.1,0.1,Sun Jul 25 20:27:38 -03 2021,Sun Jul 25 20:27:40 -03 2021,77
9,0,0.1,0.1,Sun Jul 25 20:27:41 -03 2021,Sun Jul 25 20:27:42 -03 2021,1530294
15,8,0.4,0.1,Sun Jul 25 20:27:43 -03 2021,Sun Jul 25 20:27:44 -03 2021,82
6,8,0.4,0.05,Sun Jul 25 20:27:45 -03 2021,Sun Jul 25 20:27:46 -03 2021,56
4,7,0.1,0.1,Sun Jul 25 20:27:47 -03 2021,Sun Jul 25 20:27:49 -03 2021,217137
18,8,0.2,0.1,Sun Jul 25 20:27:50 -03 2021,Sun Jul 25 20:27:51 -03 2021,81
19,7,0.3,0.05,Sun Jul 25 20:27:52 -03 2021,Sun Jul 25 20:27:53 -03 2021,213904
10,7,0.1,0.01,Sun Jul 25 20:27:54 -03 2021,Sun Jul 25 20:27:56 -03 2021,235667
19,0,0.2,0.1,Sun Jul 25 20:27:57 -03 2021,Sun Jul 25 20:27:58 -03 2021,1534516
7,1,0.4,0.01,Sun Jul 25 20:27:59 -03 2021,Sun Jul 25 20:28:01 -03 2021,5364
6,0,0.3,0.1,Sun Jul 25 20:28:02 -03 2021,Sun Jul 25 20:28:03 -03 2021,1462823
1,8,0.2,0.05,Sun Jul 25 20:28:04 -03 2021,Sun Jul 25 20:28:05 -03 2021,85
16,8,0.4,0.1,Sun Jul 25 20:28:06 -03 2021,Sun Jul 25 20:28:08 -03 2021,62
5,0,0.3,0.01,Sun Jul 25 20:28:09 -03 2021,Sun Jul 25 20:28:11 -03 2021,1343630
9,7,0.3,0.05,Sun Jul 25 20:28:12 -03 2021,Sun Jul 25 20:28:13 -03 2021,201769
15,0,0.1,0.05,Sun Jul 25 20:28:14 -03 2021,Sun Jul 25 20:28:15 -03 2021,1616663
11,0,0.1,0.05,Sun Jul 25 20:28:16 -03 2021,Sun Jul 25 20:28:17 -03 2021,1580534
14,8,0.4,0.05,Sun Jul 25 20:28:18 -03 2021,Sun Jul 25 20:28:20 -03 2021,60
3,8,0.1,0.05,Sun Jul 25 20:28:21 -03 2021,Sun Jul 25 20:28:22 -03 2021,80
16,1,0.1,0.05,Sun Jul 25 20:28:23 -03 2021,Sun Jul 25 20:28:24 -03 2021,6297
12,1,0.3,0.1,Sun Jul 25 20:28:25 -03 2021,Sun Jul 25 20:28:26 -03 2021,5887
2,7,0.2,0.1,Sun Jul 25 20:28:27 -03 2021,Sun Jul 25 20:28:29 -03 2021,193499
0,7,0.1,0.05,Sun Jul 25 20:28:30 -03 2021,Sun Jul 25 20:28:31 -03 2021,196751
15,7,0.4,0.01,Sun Jul 25 20:28:32 -03 2021,Sun Jul 25 20:28:34 -03 2021,226877
11,1,0.3,0.01,Sun Jul 25 20:28:35 -03 2021,Sun Jul 25 20:28:36 -03 2021,5030
17,0,0.1,0.01,Sun Jul 25 20:28:37 -03 2021,Sun Jul 25 20:28:39 -03 2021,1491927
7,8,0.2,0.05,Sun Jul 25 20:28:40 -03 2021,Sun Jul 25 20:28:41 -03 2021,88
19,0,0.1,0.1,Sun Jul 25 20:28:42 -03 2021,Sun Jul 25 20:28:44 -03 2021,1536032
13,1,0.3,0.1,Sun Jul 25 20:28:45 -03 2021,Sun Jul 25 20:28:46 -03 2021,6162
9,8,0.2,0.05,Sun Jul 25 20:28:47 -03 2021,Sun Jul 25 20:28:48 -03 2021,87
14,8,0.3,0.01,Sun Jul 25 20:28:49 -03 2021,Sun Jul 25 20:28:51 -03 2021,82
9,1,0.3,0.01,Sun Jul 25 20:28:52 -03 2021,Sun Jul 25 20:28:54 -03 2021,5884
10,7,0.1,0.1,Sun Jul 25 20:28:55 -03 2021,Sun Jul 25 20:28:56 -03 2021,220513
17,0,0.4,0.01,Sun Jul 25 20:28:57 -03 2021,Sun Jul 25 20:28:59 -03 2021,1332901
13,0,0.3,0.1,Sun Jul 25 20:29:00 -03 2021,Sun Jul 25 20:29:01 -03 2021,1527495
8,1,0.4,0.01,Sun Jul 25 20:29:02 -03 2021,Sun Jul 25 20:29:04 -03 2021,6801
6,8,0.4,0.01,Sun Jul 25 20:29:05 -03 2021,Sun Jul 25 20:29:06 -03 2021,65
2,7,0.3,0.1,Sun Jul 25 20:29:07 -03 2021,Sun Jul 25 20:29:09 -03 2021,255457
8,1,0.1,0.1,Sun Jul 25 20:29:10 -03 2021,Sun Jul 25 20:29:11 -03 2021,6788
13,1,0.3,0.01,Sun Jul 25 20:29:12 -03 2021,Sun Jul 25 20:29:14 -03 2021,5715
11,8,0.1,0.01,Sun Jul 25 20:29:15 -03 2021,Sun Jul 25 20:29:16 -03 2021,80
13,8,0.4,0.1,Sun Jul 25 20:29:18 -03 2021,Sun Jul 25 20:29:19 -03 2021,83
19,1,0.2,0.01,Sun Jul 25 20:29:20 -03 2021,Sun Jul 25 20:29:21 -03 2021,7245
0,1,0.1,0.1,Sun Jul 25 20:29:22 -03 2021,Sun Jul 25 20:29:24 -03 2021,6648
14,7,0.3,0.01,Sun Jul 25 20:29:25 -03 2021,Sun Jul 25 20:29:26 -03 2021,180938
3,7,0.4,0.01,Sun Jul 25 20:29:27 -03 2021,Sun Jul 25 20:29:29 -03 2021,117179
7,0,0.2,0.1,Sun Jul 25 20:29:30 -03 2021,Sun Jul 25 20:29:31 -03 2021,1280457
8,8,0.4,0.05,Sun Jul 25 20:29:32 -03 2021,Sun Jul 25 20:29:34 -03 2021,62
3,8,0.4,0.01,Sun Jul 25 20:29:35 -03 2021,Sun Jul 25 20:29:36 -03 2021,70
1,8,0.4,0.05,Sun Jul 25 20:29:37 -03 2021,Sun Jul 25 20:29:39 -03 2021,68
8,1,0.4,0.1,Sun Jul 25 20:29:40 -03 2021,Sun Jul 25 20:29:41 -03 2021,7750
17,8,0.1,0.01,Sun Jul 25 20:29:42 -03 2021,Sun Jul 25 20:29:44 -03 2021,75
9,0,0.3,0.1,Sun Jul 25 20:29:45 -03 2021,Sun Jul 25 20:29:46 -03 2021,1293334
14,1,0.3,0.01,Sun Jul 25 20:29:47 -03 2021,Sun Jul 25 20:29:49 -03 2021,6561
3,0,0.2,0.05,Sun Jul 25 20:29:50 -03 2021,Sun Jul 25 20:29:51 -03 2021,1479225
10,0,0.4,0.01,Sun Jul 25 20:29:52 -03 2021,Sun Jul 25 20:29:54 -03 2021,1292510
17,8,0.3,0.1,Sun Jul 25 20:29:55 -03 2021,Sun Jul 25 20:29:56 -03 2021,65
12,7,0.1,0.05,Sun Jul 25 20:29:57 -03 2021,Sun Jul 25 20:29:58 -03 2021,211277
0,1,0.2,0.05,Sun Jul 25 20:29:59 -03 2021,Sun Jul 25 20:30:01 -03 2021,7317
13,0,0.4,0.01,Sun Jul 25 20:30:02 -03 2021,Sun Jul 25 20:30:03 -03 2021,1281588
18,7,0.1,0.05,Sun Jul 25 20:30:04 -03 2021,Sun Jul 25 20:30:06 -03 2021,228951
2,1,0.3,0.01,Sun Jul 25 20:30:07 -03 2021,Sun Jul 25 20:30:08 -03 2021,6395
8,8,0.2,0.01,Sun Jul 25 20:30:09 -03 2021,Sun Jul 25 20:30:11 -03 2021,81
19,0,0.2,0.05,Sun Jul 25 20:30:12 -03 2021,Sun Jul 25 20:30:13 -03 2021,1557645
7,0,0.3,0.01,Sun Jul 25 20:30:14 -03 2021,Sun Jul 25 20:30:16 -03 2021,1577305
13,7,0.3,0.01,Sun Jul 25 20:30:17 -03 2021,Sun Jul 25 20:30:19 -03 2021,208495
7,8,0.4,0.01,Sun Jul 25 20:30:20 -03 2021,Sun Jul 25 20:30:21 -03 2021,75
5,7,0.4,0.01,Sun Jul 25 20:30:22 -03 2021,Sun Jul 25 20:30:24 -03 2021,236961
9,1,0.2,0.05,Sun Jul 25 20:30:25 -03 2021,Sun Jul 25 20:30:26 -03 2021,5882
16,8,0.3,0.01,Sun Jul 25 20:30:27 -03 2021,Sun Jul 25 20:30:29 -03 2021,82
3,7,0.3,0.1,Sun Jul 25 20:30:30 -03 2021,Sun Jul 25 20:30:31 -03 2021,203809
2,8,0.2,0.1,Sun Jul 25 20:30:32 -03 2021,Sun Jul 25 20:30:34 -03 2021,82
0,7,0.1,0.1,Sun Jul 25 20:30:35 -03 2021,Sun Jul 25 20:30:36 -03 2021,237134
13,0,0.4,0.05,Sun Jul 25 20:30:37 -03 2021,Sun Jul 25 20:30:38 -03 2021,870466
11,8,0.3,0.1,Sun Jul 25 20:30:39 -03 2021,Sun Jul 25 20:30:40 -03 2021,76
2,1,0.2,0.05,Sun Jul 25 20:30:41 -03 2021,Sun Jul 25 20:30:43 -03 2021,5913
13,1,0.3,0.05,Sun Jul 25 20:30:44 -03 2021,Sun Jul 25 20:30:45 -03 2021,6285
5,1,0.4,0.1,Sun Jul 25 20:30:46 -03 2021,Sun Jul 25 20:30:47 -03 2021,7510
2,1,0.2,0.01,Sun Jul 25 20:30:48 -03 2021,Sun Jul 25 20:30:50 -03 2021,6879
14,1,0.4,0.1,Sun Jul 25 20:30:51 -03 2021,Sun Jul 25 20:30:52 -03 2021,6836
2,0,0.2,0.01,Sun Jul 25 20:30:53 -03 2021,Sun Jul 25 20:30:55 -03 2021,1223228
6,1,0.2,0.05,Sun Jul 25 20:30:56 -03 2021,Sun Jul 25 20:30:57 -03 2021,8807
0,8,0.4,0.01,Sun Jul 25 20:30:58 -03 2021,Sun Jul 25 20:31:00 -03 2021,86
9,7,0.1,0.05,Sun Jul 25 20:31:01 -03 2021,Sun Jul 25 20:31:02 -03 2021,224986
8,1,0.4,0.05,Sun Jul 25 20:31:03 -03 2021,Sun Jul 25 20:31:05 -03 2021,6171
11,1,0.3,0.1,Sun Jul 25 20:31:06 -03 2021,Sun Jul 25 20:31:07 -03 2021,5379
10,7,0.4,0.05,Sun Jul 25 20:31:08 -03 2021,Sun Jul 25 20:31:09 -03 2021,236961
2,1,0.4,0.05,Sun Jul 25 20:31:10 -03 2021,Sun Jul 25 20:31:11 -03 2021,7245
4,0,0.3,0.1,Sun Jul 25 20:31:12 -03 2021,Sun Jul 25 20:31:14 -03 2021,1641539
2,8,0.1,0.01,Sun Jul 25 20:31:15 -03 2021,Sun Jul 25 20:31:16 -03 2021,84
