id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value,weight
7,7,0.05,10000,1666,624864,88634,24744088,0,0,2428904,3093008
2,7,0.05,10000,1249,619136,87894,24744088,0,0,2332892,3093008
1,7,0.01,1000000,166666,619205,112962,28248248,0,0,3452916,3531028
1,7,0.1,100000,16666,618264,107219,27368832,0,0,3203628,3421101
7,5,0.01,100000,12499,611853,82374,28617888,0,0,3575864,3577233
1,7,0.1,100000,24999,617534,107080,27368832,0,0,3273316,3421101
3,4,0.05,100000,24999,608820,80578,28617720,0,0,3576577,3577212
4,7,0.05,100000,99999,622551,107359,27368832,0,0,3421101,3421101
4,3,0.1,10000,2499,604564,36823,28618392,0,0,3577296,3577296
4,6,0.01,10000,9999,616543,106449,27125304,0,0,3390637,3390660
6,3,0.01,100000,99999,598439,36993,28618392,0,0,3577296,3577296
6,6,0.2,100000,24999,615814,113557,28177448,0,0,3482451,3522178
4,5,0.05,100000,12499,603556,80614,28617888,0,0,3575864,3577233
2,6,0.05,100000,12499,617028,114529,28177448,0,0,3421797,3522178
8,7,0.05,100000,49999,616050,107518,27368832,0,0,3355711,3421101
3,4,0.2,100000,49999,604948,80315,28617720,0,0,3576994,3577212
7,3,0.2,100000,16666,600614,36734,28618392,0,0,3577296,3577296
