id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
5,0,0.01,10000,1249,77947512,11,37856,17,0,1432234107
5,3,0.05,100000,99999,84670061,2,216,7702,0,4419997
7,0,0.2,10000,9999,60948863,18,16328,343,0,1972269403
0,3,0.05,100000,16666,86629894,2,216,7702,0,4404597
8,0,0.05,10000,9999,63835834,20,19208,85,0,1655878139
0,3,0.2,1000000,999999,85793720,3,224,17931,0,3262120281
9,3,0.05,100000,49999,86978716,2,216,7702,0,4412297
7,3,0.01,1000000,124999,93304521,3,240,1789,0,3033668405
4,3,0.1,100000,12499,86222409,3,216,18629,0,353387
3,3,0.01,1000000,999999,88228136,2,240,1789,0,3033673769
4,3,0.01,1000000,999999,88617496,3,240,1789,0,3033673769
3,3,0.2,10000,1666,89157902,2,192,17761,0,4022076665
2,3,0.1,10000,9999,84007922,3,192,20046,0,801888958
9,3,0.1,10000,1666,89199516,2,192,20046,0,2706773160
5,0,0.2,10000,4999,63010302,17,16328,343,0,1556275943
9,3,0.2,10000,4999,84917230,2,192,17761,0,1367028
1,3,0.01,1000000,499999,89264333,3,240,1789,0,3033671981
3,3,0.05,1000000,249999,90220391,2,240,8946,0,3776571191
5,0,0.2,10000,1249,64595530,5,16328,343,0,3177475371
1,3,0.01,10000,2499,93070506,3,192,2281,0,3418138
9,3,0.1,1000000,124999,94620504,3,232,10519,0,421880554
2,3,0.05,10000,9999,87698847,4,192,12780,0,4279659312
1,3,0.2,10000,2499,87588682,2,192,17761,0,869140913
8,3,0.01,1000000,124999,90003744,3,240,1789,0,3033668405
8,0,0.2,10000,9999,67257308,16,16328,343,0,1972269403
7,3,0.05,1000000,124999,96026091,2,240,8946,0,3776562248
6,0,0.2,10000,1249,67236742,6,16328,343,0,3177475371
3,3,0.1,10000,4999,89254022,2,192,20046,0,2868466044
3,3,0.01,1000000,249999,92290683,2,240,1789,0,3033670193
8,0,0.05,10000,2499,74025691,11,19208,85,0,121472822
7,3,0.1,1000000,249999,94503536,3,232,10519,0,1121205
8,3,0.2,1000000,499999,95045695,3,224,17931,0,3262102350
9,0,0.2,10000,1249,66170266,9,16328,343,0,3177475371
9,0,0.2,10000,4999,70241036,10,16328,343,0,1556275943
0,3,0.05,1000000,166666,96511109,2,240,8946,0,3776571191
5,3,0.2,10000,4999,89624147,3,192,17761,0,1367028
8,0,0.01,10000,4999,86849560,35,37856,17,0,379416033
3,3,0.01,10000,4999,92764990,3,192,2281,0,3420418
7,0,0.2,10000,4999,68728092,11,16328,343,0,1556275943
0,3,0.1,1000000,499999,97793882,3,232,10519,0,1131722
3,3,0.2,100000,49999,101777062,3,200,16939,0,1860678
9,0,0.01,10000,1249,88915121,12,37856,17,0,1432234107
6,3,0.1,1000000,166666,102067658,3,232,10519,0,1121205
2,3,0.05,1000000,999999,97848812,3,240,8946,0,3776589077
5,3,0.05,10000,1249,100635614,2,192,12780,0,108039267
1,3,0.01,1000000,166666,98353839,2,240,1789,0,3033670193
1,3,0.1,100000,49999,95349454,3,216,18629,0,390633
4,3,0.05,100000,12499,99070282,2,216,7702,0,4396897
4,0,0.01,10000,2499,90730022,17,37856,17,0,1649755162
8,3,0.2,1000000,124999,103613476,3,224,17931,0,3262066488
0,0,0.2,10000,2499,71043826,7,16328,343,0,379502619
8,3,0.01,10000,9999,101871847,3,192,2281,0,3422698
0,0,0.05,100000,24999,622854309,35,73640,777,0,3603331232
2,3,0.01,100000,16666,100829510,3,216,2105,0,3781457879
5,3,0.05,100000,12499,103136134,3,216,7702,0,4396897
1,3,0.2,100000,24999,98108284,2,200,16939,0,1843741
9,3,0.05,10000,4999,101381676,3,192,12780,0,4279646536
9,3,0.01,1000000,999999,104375032,3,240,1789,0,3033673769
9,3,0.01,10000,2499,96565178,3,192,2281,0,3418138
4,3,0.01,1000000,249999,111531273,3,240,1789,0,3033670193
5,3,0.2,10000,1666,96172674,3,192,17761,0,4022076665
8,3,0.05,10000,1666,103621303,3,192,12780,0,108039267
9,3,0.2,100000,12499,99161267,2,200,16939,0,1826804
5,3,0.05,100000,49999,102612427,3,216,7702,0,4412297
1,3,0.01,1000000,249999,108749584,3,240,1789,0,3033670193
5,3,0.01,100000,16666,108380758,2,216,2105,0,3781457879
0,3,0.1,10000,9999,103471773,2,192,20046,0,801888958
5,3,0.05,10000,2499,97426798,3,192,12780,0,1150838887
1,3,0.01,100000,49999,107125245,3,216,2105,0,2543241265
4,3,0.01,100000,12499,102345423,2,216,2105,0,724711403
4,3,0.2,1000000,249999,112022420,3,224,17931,0,3262084419
9,3,0.1,10000,2499,105115458,2,192,20046,0,640115914
9,0,0.01,10000,9999,103465657,30,37856,17,0,2779732145
8,3,0.05,1000000,124999,109312387,3,240,8946,0,3776562248
3,3,0.05,1000000,999999,105028300,3,240,8946,0,3776589077
0,3,0.01,100000,99999,107163167,3,216,2105,0,1305028857
9,3,0.2,10000,2499,101338404,3,192,17761,0,869140913
5,3,0.1,1000000,124999,106608549,2,232,10519,0,421880554
3,3,0.01,100000,12499,107495172,3,216,2105,0,724711403
8,0,0.2,10000,4999,77586235,12,16328,343,0,1556275943
6,3,0.01,100000,16666,103424095,3,216,2105,0,3781457879
3,3,0.2,1000000,999999,108529573,3,224,17931,0,3262120281
3,0,0.05,10000,1666,81331414,9,19208,85,0,2201437574
4,0,0.2,10000,9999,76378308,34,16328,343,0,1972269403
5,3,0.2,100000,16666,100493051,2,200,16939,0,1843741
1,3,0.1,1000000,124999,108451733,3,232,10519,0,421880554
8,0,0.2,10000,1249,76683298,6,16328,343,0,3177475371
6,0,0.1,100000,12499,697439081,37,82208,1554,0,3934798284
7,3,0.01,10000,1249,101934119,3,192,2281,0,3415858
7,3,0.01,100000,49999,110872295,3,216,2105,0,2543241265
6,3,0.1,1000000,124999,106781484,2,232,10519,0,421880554
0,3,0.05,10000,1666,105780034,3,192,12780,0,108039267
3,3,0.2,100000,16666,105652958,3,200,16939,0,1843741
6,3,0.01,10000,1666,114804711,2,192,2281,0,3415858
9,0,0.2,100000,16666,748733559,24,92728,3109,0,2602364717
7,3,0.2,10000,9999,104064769,3,192,17761,0,1384787
3,0,0.01,10000,1249,110423765,13,37856,17,0,1432234107
2,3,0.1,1000000,166666,111035897,2,232,10519,0,1121205
9,0,0.05,10000,9999,80892871,21,19208,85,0,1655878139
1,3,0.2,1000000,499999,110056960,3,224,17931,0,3262102350
6,3,0.05,10000,2499,108917580,2,192,12780,0,1150838887
6,3,0.05,100000,12499,116341807,3,216,7702,0,4396897
6,0,0.1,100000,16666,743763856,23,82208,1554,0,3839437712
3,3,0.01,10000,9999,109603468,2,192,2281,0,3422698
