id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
3,4,0.2,100000,49999,1202711,2,512,84,0,1884220907
7,3,0.2,100000,16666,864880,3,176,88,0,4238982408
7,6,0.1,1000000,499999,3377483,3,2296,199,0,2701614323
4,4,0.01,10000,9999,4140254,3,2616,1399,0,4264793198
7,0,0.2,10000,1249,624895,3,952,69,0,2448019279
8,7,0.2,10000,9999,1081579,3,472,69,0,4277963977
6,6,0.2,10000,1249,2230575,3,1296,69,0,4255697497
1,4,0.05,10000,1666,1805355,3,1008,279,0,2245323341
2,0,0.2,100000,12499,715043,3,1168,84,0,1609974169
8,5,0.2,1000000,249999,1745143,2,736,99,0,2885573895
7,3,0.2,10000,2499,804810,2,144,73,0,4288066880
5,6,0.05,100000,12499,5839109,5,4080,339,0,2464469397
5,3,0.05,1000000,999999,903897,3,208,404,0,4286486306
0,7,0.2,1000000,124999,1812144,3,848,99,0,3425202320
5,5,0.1,10000,4999,1857967,3,856,139,0,278980385
4,5,0.1,100000,24999,2240117,3,1056,169,0,534658012
1,3,0.1,10000,1666,841128,3,160,144,0,4294262983
5,4,0.1,10000,9999,1529032,3,648,139,0,4184261314
8,0,0.01,100000,12499,2505942,9,22080,1699,0,968019003
3,3,0.05,10000,9999,811774,2,144,285,0,4292654860
1,7,0.01,1000000,499999,19298832,7,15544,1999,0,3873118794
5,3,0.1,100000,99999,874786,3,184,173,0,4292915360
2,6,0.2,100000,12499,2590123,3,1368,84,0,1903525288
0,4,0.01,10000,1249,4138210,4,2616,1399,0,4264759620
0,4,0.01,1000000,499999,3392292,4,2536,1999,0,349472635
0,4,0.05,10000,1666,1849176,2,1008,279,0,2245323341
8,5,0.05,100000,24999,2655614,2,1392,339,0,3430291729
6,6,0.1,100000,16666,2962414,4,1984,169,0,3385797241
9,7,0.1,10000,4999,2348092,3,1328,139,0,4089164140
9,7,0.1,1000000,999999,2323724,3,1472,199,0,770905761
5,4,0.1,10000,4999,1541878,2,648,139,0,4184232531
