id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
4,3,0.01,1000000,3538840,5870523,525077,28618392,0,0,3577296,3577296
6,3,0.05,10000,3395752,5678372,525400,28618392,0,0,3577296,3577296
6,5,0.05,10000,3575411,6081527,581158,28603320,0,0,3575412,3575412
6,7,0.1,100000,838694,6246292,1131115,27368832,0,0,3421101,3421101
3,5,0.05,1000000,406161,5182814,890563,28618392,0,0,3577294,3577296
9,0,0.05,10000,11631,6423272,978,192152,0,0,24016,24016
9,6,0.2,100000,1178761,5265371,1344332,28177448,0,0,3522178,3522178
9,7,0.01,1000000,2663355,6511188,1283618,28248248,0,0,3531028,3531028
0,6,0.1,100000,857476,5396724,980251,28177448,0,0,3522178,3522178
9,5,0.2,1000000,1599628,5564459,749121,28618392,0,0,3577296,3577296
6,3,0.05,100000,3395752,5709201,380772,28618392,0,0,3577296,3577296
7,7,0.01,1000000,1145441,5879239,1087658,28248248,0,0,3531028,3531028
0,6,0.2,100000,2008010,6307533,1193804,28177448,0,0,3522178,3522178
3,4,0.05,1000000,569741,5246430,1016991,28618392,0,0,3577296,3577296
6,5,0.1,1000000,298452,5069548,797949,28618392,0,0,3577287,3577296
5,0,0.01,1000000,65491,6096039,1059448,18716496,0,0,169583,2339559
8,3,0.01,10000,3538840,5280573,555605,28618392,0,0,3577296,3577296
6,5,0.05,1000000,941345,5730544,908402,28618392,0,0,3577296,3577296
8,7,0.2,1000000,3531027,6019247,1200809,28248248,0,0,3531028,3531028
0,4,0.1,100000,3577211,5470478,854612,28617720,0,0,3577212,3577212
4,4,0.01,10000,1162893,6025391,922619,28602776,0,0,3575344,3575344
2,5,0.2,1000000,2714523,4726586,745688,28618392,0,0,3577296,3577296
9,3,0.05,10000,3395752,6265138,512215,28618392,0,0,3577296,3577296
0,5,0.1,10000,2749578,5826504,981067,28603320,0,0,3575412,3575412
0,6,0.05,1000000,1027876,6108997,1305310,28412664,0,0,3551580,3551580
0,3,0.2,100000,2859158,5821225,560925,28618392,0,0,3577296,3577296
1,3,0.01,100000,3538840,6106134,441668,28618392,0,0,3577296,3577296
2,4,0.2,1000000,2866659,5796143,941890,28618392,0,0,3577296,3577296
7,0,0.2,10000,22917,6209135,1043,192152,0,0,24016,24016
4,3,0.01,100000,3538840,5927605,448431,28618392,0,0,3577296,3577296
4,0,0.01,1000000,1766293,5838240,890229,18716496,0,0,2339559,2339559
1,4,0.1,1000000,3269255,5954355,665253,28618392,0,0,3577296,3577296
2,0,0.05,100000,212034,6408756,74153,2114328,0,0,264288,264288
1,4,0.01,10000,3575343,5184710,706511,28602776,0,0,3575344,3575344
2,5,0.01,1000000,3577295,6035970,780916,28618392,0,0,3577296,3577296
6,7,0.01,10000,1149864,5786449,798306,24744088,0,0,3093008,3093008
2,3,0.05,100000,3395752,6183557,453998,28618392,0,0,3577296,3577296
1,7,0.05,1000000,3444127,6159525,1035698,28248248,0,0,3531028,3531028
9,0,0.1,10000,5087,6672322,968,192152,0,0,12209,24016
2,0,0.05,10000,17872,6133224,934,192152,0,0,24016,24016
6,7,0.2,10000,1666939,5612566,964754,24744088,0,0,3093008,3093008
8,7,0.1,1000000,1405920,5301390,1115189,28248248,0,0,3531028,3531028
6,3,0.05,100000,3395752,6083523,491268,28618392,0,0,3577296,3577296
6,3,0.01,1000000,3577295,6259628,498044,28618392,0,0,3577296,3577296
3,4,0.01,10000,3575343,6316916,860325,28602776,0,0,3575344,3575344
1,6,0.01,100000,2671103,4976037,1201279,28177448,0,0,3522178,3522178
2,3,0.2,10000,3577295,5613672,539292,28618392,0,0,3577296,3577296
1,7,0.05,100000,1009860,5628253,1014104,27368832,0,0,3421101,3421101
1,5,0.01,10000,548975,5814304,922869,28603320,0,0,3575412,3575412
5,0,0.1,10000,11260,5836167,959,192152,0,0,24016,24016
8,0,0.01,100000,201306,5415728,83764,2114328,0,0,264288,264288
3,4,0.05,10000,569838,5288988,643513,28602776,0,0,3575344,3575344
5,7,0.05,10000,1026150,5331537,662521,24744088,0,0,3093008,3093008
4,0,0.05,10000,17872,6068289,41003,192152,0,0,24016,24016
0,7,0.2,10000,1666939,5905962,830349,24744088,0,0,3093008,3093008
5,4,0.05,100000,3493242,5623431,630648,28617720,0,0,3577212,3577212
5,5,0.01,10000,1082162,5529062,962443,28603320,0,0,3575412,3575412
1,5,0.2,100000,1072953,6168319,764986,28617888,0,0,3577233,3577233
5,4,0.1,100000,1918598,6197818,925558,28617720,0,0,3577212,3577212
5,6,0.2,1000000,1463483,5575876,1245222,28412664,0,0,3551580,3551580
3,7,0.05,100000,2736083,5737727,1018934,27368832,0,0,3421101,3421101
7,5,0.01,10000,1082162,5517201,649220,28603320,0,0,3575412,3575412
6,5,0.2,10000,2946016,6458382,892564,28603320,0,0,3575412,3575412
8,7,0.01,1000000,1145441,5823846,1199962,28248248,0,0,3531028,3531028
9,0,0.2,100000,198719,5732922,124354,2114328,0,0,264288,264288
5,5,0.1,1000000,855923,6573746,892197,28618392,0,0,3577296,3577296
4,0,0.2,10000,10322,6469419,967,192152,0,0,24016,24016
5,7,0.1,1000000,3392804,5633344,869585,28248248,0,0,3531028,3531028
4,0,0.2,1000000,2225557,5382808,848068,18716496,0,0,2339559,2339559
2,5,0.05,1000000,3577295,5484723,761842,28618392,0,0,3577296,3577296
4,7,0.2,1000000,3531027,6328343,1187603,28248248,0,0,3531028,3531028
0,4,0.2,1000000,1677330,6450593,655281,28618392,0,0,3577296,3577296
8,6,0.01,1000000,511613,6091299,1087252,28412664,0,0,3539501,3551580
1,7,0.01,100000,1728967,4927528,952342,27368832,0,0,3421101,3421101
4,0,0.1,100000,264287,5524025,63459,2114328,0,0,264288,264288
4,0,0.05,100000,27050,5847337,133589,2114328,0,0,84759,264288
5,4,0.1,10000,3575343,5723617,734055,28602776,0,0,3575344,3575344
1,7,0.01,1000000,3531027,6503903,1048999,28248248,0,0,3531028,3531028
8,3,0.05,100000,3395752,5015352,414621,28618392,0,0,3577296,3577296
0,6,0.01,1000000,511613,5388693,858264,28412664,0,0,3539501,3551580
2,3,0.2,1000000,2859158,6866098,406377,28618392,0,0,3577296,3577296
7,7,0.2,10000,2628264,6611372,804655,24744088,0,0,3093008,3093008
4,0,0.01,10000,536,5808317,50968,192152,0,0,1265,24016
1,7,0.1,1000000,1405920,5777331,1313021,28248248,0,0,3531028,3531028
4,4,0.05,1000000,2778730,6222047,890912,28618392,0,0,3577296,3577296
2,6,0.2,100000,3522177,5795099,1332849,28177448,0,0,3522178,3522178
5,4,0.05,10000,569838,6274625,796510,28602776,0,0,3575344,3575344
6,3,0.1,1000000,3216888,5859898,418632,28618392,0,0,3577296,3577296
7,7,0.05,10000,1026150,6169016,943920,24744088,0,0,3093008,3093008
0,0,0.2,100000,112228,5876493,124780,2114328,0,0,264288,264288
7,5,0.1,100000,855922,5321451,869906,28617888,0,0,3577233,3577233
0,7,0.2,1000000,1763586,5721394,1243583,28248248,0,0,3531028,3531028
4,7,0.2,10000,1666939,6108883,1075692,24744088,0,0,3093008,3093008
5,5,0.1,100000,2749578,6440889,892090,28617888,0,0,3577233,3577233
5,6,0.01,100000,1140749,6397633,1152861,28177448,0,0,3522178,3522178
1,6,0.01,100000,1140749,6922943,1258225,28177448,0,0,3522178,3522178
5,3,0.2,10000,2859158,5048838,472711,28618392,0,0,3577296,3577296
5,6,0.01,100000,2671103,5861825,866777,28177448,0,0,3522178,3522178
3,0,0.01,10000,536,6234288,917,192152,0,0,1265,24016
9,4,0.2,1000000,2866659,5419976,860649,28618392,0,0,3577296,3577296
3,7,0.1,10000,2579076,5751891,843456,24744088,0,0,3093008,3093008
7,3,0.1,10000,3216888,5356070,434187,28618392,0,0,3577296,3577296
0,0,0.1,1000000,1304823,6457581,865611,18716496,0,0,2339559,2339559
2,7,0.2,1000000,1763586,6156537,1064455,28248248,0,0,3531028,3531028
7,5,0.01,100000,548958,5840709,726449,28617888,0,0,3577233,3577233
5,3,0.05,1000000,3395752,5441652,502240,28618392,0,0,3577296,3577296
5,7,0.1,10000,2579076,5657967,770047,24744088,0,0,3093008,3093008
2,0,0.05,1000000,613375,5904461,783963,18716496,0,0,1504081,2339559
2,7,0.01,100000,1146540,6698359,1295426,27368832,0,0,3421101,3421101
7,5,0.2,10000,3575411,6169426,623595,28603320,0,0,3575412,3575412
2,0,0.2,100000,112228,5508558,83950,2114328,0,0,264288,264288
7,7,0.1,10000,2579076,6552468,854830,24744088,0,0,3093008,3093008
7,7,0.2,100000,595268,5011010,709924,27368832,0,0,3421101,3421101
5,0,0.2,1000000,1005800,6091831,578456,18716496,0,0,2339559,2339559
4,0,0.1,1000000,2050374,6452567,917762,18716496,0,0,2339559,2339559
7,0,0.1,100000,232327,6106157,92594,2114328,0,0,264288,264288
4,6,0.01,100000,1140749,5853543,1093605,28177448,0,0,3522178,3522178
1,5,0.01,10000,3575411,5683107,721901,28603320,0,0,3575412,3575412
3,7,0.1,1000000,3392804,5485822,1104242,28248248,0,0,3531028,3531028
2,0,0.01,10000,5977,6724279,2090,192152,0,0,14218,24016
8,3,0.2,1000000,3577295,6078292,473473,28618392,0,0,3577296,3577296
1,7,0.2,10000,1666939,5428311,598378,24744088,0,0,3093008,3093008
4,6,0.01,10000,513223,5943341,1384472,27125304,0,0,3390660,3390660
6,0,0.05,100000,27050,5589379,63694,2114328,0,0,84759,264288
0,6,0.2,10000,3018440,5946529,967167,27125304,0,0,3390660,3390660
0,3,0.2,10000,3577295,6076231,456571,28618392,0,0,3577296,3577296
7,7,0.1,10000,3093007,5719992,796277,24744088,0,0,3093008,3093008
1,6,0.05,100000,1028499,5568964,809303,28177448,0,0,3522178,3522178
6,7,0.2,100000,2953678,5542600,886961,27368832,0,0,3421101,3421101
7,7,0.2,100000,1833759,5190496,1042977,27368832,0,0,3421101,3421101
1,0,0.2,100000,112228,4797486,16864,2114328,0,0,264288,264288
2,5,0.2,10000,1215818,6450192,781562,28603320,0,0,3575412,3575412
1,3,0.2,1000000,2859158,5564506,500009,28618392,0,0,3577296,3577296
9,7,0.2,100000,595268,6394275,913462,27368832,0,0,3421101,3421101
8,5,0.01,10000,548975,6001475,736902,28603320,0,0,3575412,3575412
9,7,0.2,1000000,1763586,5231426,1276481,28248248,0,0,3531028,3531028
5,6,0.01,1000000,1815992,5552968,1380588,28412664,0,0,3551580,3551580
9,7,0.05,10000,1026150,5235410,738558,24744088,0,0,3093008,3093008
5,0,0.01,100000,133344,6073236,157190,2114328,0,0,264288,264288
8,4,0.1,1000000,3269255,6058123,756222,28618392,0,0,3577296,3577296
2,5,0.1,100000,1695850,5894300,865766,28617888,0,0,3577233,3577233
4,0,0.01,10000,18269,6352145,971,192152,0,0,24016,24016
3,7,0.05,10000,3093007,5228946,907307,24744088,0,0,3093008,3093008
2,0,0.1,1000000,1304823,6440170,1188583,18716496,0,0,2339559,2339559
2,4,0.01,100000,2690337,6719702,1050654,28617720,0,0,3577212,3577212
9,3,0.1,100000,3216888,5947793,625450,28618392,0,0,3577296,3577296
6,3,0.1,10000,3577295,5096843,557948,28618392,0,0,3577296,3577296
3,3,0.2,1000000,2859158,6059059,612442,28618392,0,0,3577296,3577296
4,4,0.1,1000000,3577295,5941907,902786,28618392,0,0,3577296,3577296
1,4,0.1,10000,3575343,6007014,894750,28602776,0,0,3575344,3575344
1,7,0.01,1000000,2663355,5243565,1140455,28248248,0,0,3531028,3531028
1,3,0.2,100000,2859158,5745744,391314,28618392,0,0,3577296,3577296
2,6,0.2,10000,1182085,5679151,778781,27125304,0,0,3390660,3390660
6,5,0.01,100000,548958,6063440,835718,28617888,0,0,3577233,3577233
1,0,0.05,100000,263686,5890991,63849,2114328,0,0,264288,264288
3,6,0.01,10000,1142065,5117074,766683,27125304,0,0,3390660,3390660
0,6,0.01,10000,1754469,5638173,1087276,27125304,0,0,3390660,3390660
0,4,0.05,100000,3493242,5742219,963730,28617720,0,0,3577212,3577212
2,7,0.05,10000,3093007,5494044,735921,24744088,0,0,3093008,3093008
3,4,0.01,100000,1162874,5533902,886785,28617720,0,0,3577212,3577212
9,7,0.1,10000,1614536,5810758,1063784,24744088,0,0,3093008,3093008
9,5,0.01,100000,1832154,5328100,630110,28617888,0,0,3577233,3577233
3,0,0.05,100000,27050,6393170,136047,2114328,0,0,84759,264288
9,7,0.1,100000,3421100,5260458,986815,27368832,0,0,3421101,3421101
2,4,0.1,100000,973741,6310466,751096,28617720,0,0,3577212,3577212
2,6,0.05,10000,1027970,6556546,1159242,27125304,0,0,3390660,3390660
1,6,0.05,1000000,369889,4768464,968013,28412664,0,0,3535014,3551580
7,7,0.05,10000,3093007,5714006,991300,24744088,0,0,3093008,3093008
3,7,0.1,100000,838694,5820789,1102787,27368832,0,0,3421101,3421101
9,5,0.05,100000,406156,6093111,811644,28617888,0,0,3577233,3577233
6,4,0.05,10000,569838,5689825,736432,28602776,0,0,3575344,3575344
1,6,0.05,10000,2762264,5767674,1088740,27125304,0,0,3390660,3390660
6,4,0.01,10000,1860276,5672853,904782,28602776,0,0,3575344,3575344
9,3,0.05,10000,3395752,5850079,557932,28618392,0,0,3577296,3577296
5,6,0.05,100000,1028499,5380977,1171255,28177448,0,0,3522178,3522178
8,6,0.05,100000,1779991,5654748,1399713,28177448,0,0,3522178,3522178
6,5,0.1,10000,2749578,6117327,889343,28603320,0,0,3575412,3575412
3,5,0.01,100000,2712332,6012772,928751,28617888,0,0,3577233,3577233
0,5,0.01,1000000,1832153,6581563,1119349,28618392,0,0,3577296,3577296
0,4,0.01,10000,3575343,6583069,820666,28602776,0,0,3575344,3575344
4,6,0.05,100000,1779991,5515804,1243445,28177448,0,0,3522178,3522178
0,5,0.2,1000000,1599628,5922221,848017,28618392,0,0,3577296,3577296
2,0,0.1,10000,5087,6010462,952,192152,0,0,12209,24016
1,0,0.2,1000000,2225557,6320163,980947,18716496,0,0,2339559,2339559
2,3,0.2,1000000,2859158,6246577,568416,28618392,0,0,3577296,3577296
7,3,0.01,100000,3577295,5804401,494427,28618392,0,0,3577296,3577296
4,5,0.1,100000,2749578,6207033,873900,28617888,0,0,3577233,3577233
5,7,0.05,1000000,2775409,6181718,1304484,28248248,0,0,3531028,3531028
1,4,0.2,1000000,3577295,5848929,852872,28618392,0,0,3577296,3577296
5,0,0.2,100000,112228,6692567,113711,2114328,0,0,264288,264288
9,7,0.05,1000000,2775409,6247552,1169086,28248248,0,0,3531028,3531028
0,6,0.2,100000,1178761,5794755,1101487,28177448,0,0,3522178,3522178
1,5,0.1,100000,2749578,5505350,948458,28617888,0,0,3577233,3577233
9,5,0.2,1000000,3577295,6208960,896938,28618392,0,0,3577296,3577296
4,6,0.05,100000,373852,5221968,1155388,28177448,0,0,3522178,3522178
1,3,0.01,100000,3538840,6546720,673426,28618392,0,0,3577296,3577296
1,5,0.05,100000,1987465,5937415,798809,28617888,0,0,3577233,3577233
6,4,0.01,100000,3577211,5692027,770005,28617720,0,0,3577212,3577212
7,7,0.1,1000000,2488371,5681206,982793,28248248,0,0,3531028,3531028
9,6,0.01,100000,2671103,5851222,802484,28177448,0,0,3522178,3522178
1,0,0.05,100000,212034,6631641,87308,2114328,0,0,264288,264288
5,0,0.01,10000,536,6928022,914,192152,0,0,1265,24016
6,0,0.2,1000000,2225557,6645770,1047428,18716496,0,0,2339559,2339559
9,3,0.2,1000000,2859158,5164484,332782,28618392,0,0,3577296,3577296
5,6,0.01,10000,1142065,6891197,1156722,27125304,0,0,3390660,3390660
6,0,0.01,1000000,579608,7208519,1128535,18716496,0,0,1424504,2339559
6,3,0.05,10000,3395752,5440863,301850,28618392,0,0,3577296,3577296
4,6,0.01,100000,1774780,6312985,969030,28177448,0,0,3522178,3522178
3,6,0.01,10000,513223,5383456,1220854,27125304,0,0,3390660,3390660
1,6,0.1,100000,1898209,6158037,969089,28177448,0,0,3522178,3522178
4,3,0.1,10000,3216888,5883443,533779,28618392,0,0,3577296,3577296
0,5,0.05,1000000,2970122,5546360,1200882,28618392,0,0,3577296,3577296
2,6,0.2,100000,1178761,6296930,1220960,28177448,0,0,3522178,3522178
8,6,0.05,10000,1027970,6202018,737367,27125304,0,0,3390660,3390660
1,5,0.2,10000,3575411,6172495,1048260,28603320,0,0,3575412,3575412
6,6,0.2,10000,1182085,6294226,1085496,27125304,0,0,3390660,3390660
8,7,0.2,10000,3093007,5815550,973505,24744088,0,0,3093008,3093008
1,0,0.01,100000,7155,6070935,74437,2114328,0,0,16983,264288
0,6,0.05,10000,1027970,6433239,1146133,27125304,0,0,3390660,3390660
9,6,0.2,100000,2008010,6849348,1157056,28177448,0,0,3522178,3522178
3,7,0.1,10000,3093007,6329189,948375,24744088,0,0,3093008,3093008
0,6,0.1,10000,3390659,6660898,696793,27125304,0,0,3390660,3390660
3,7,0.01,100000,1146540,5851162,1127925,27368832,0,0,3421101,3421101
3,6,0.2,10000,3018440,6448214,1432768,27125304,0,0,3390660,3390660
8,5,0.05,100000,3577232,5889256,591674,28617888,0,0,3577233,3577233
2,3,0.2,10000,2859158,6353546,597518,28618392,0,0,3577296,3577296
6,5,0.1,1000000,2749578,6620260,803130,28618392,0,0,3577296,3577296
0,5,0.1,10000,855920,6337373,1279679,28603320,0,0,3575412,3575412
6,0,0.05,10000,23636,6877850,1022,192152,0,0,24016,24016
7,5,0.05,10000,406273,5101445,578931,28603320,0,0,3575412,3575412
1,7,0.2,10000,3093007,5806028,973838,24744088,0,0,3093008,3093008
4,5,0.1,1000000,855923,6325311,960846,28618392,0,0,3577296,3577296
0,5,0.2,10000,1215818,6277751,1193663,28603320,0,0,3575412,3575412
0,5,0.05,10000,2970122,6134261,877129,28603320,0,0,3575412,3575412
8,4,0.1,10000,396349,5997708,909686,28602776,0,0,3575344,3575344
2,7,0.05,1000000,2775409,6719168,1184378,28248248,0,0,3531028,3531028
3,3,0.01,100000,3538840,6985228,540676,28618392,0,0,3577296,3577296
8,6,0.2,1000000,1463483,6417969,1090319,28412664,0,0,3551580,3551580
0,3,0.05,100000,3395752,5891013,560495,28618392,0,0,3577296,3577296
3,5,0.1,100000,2749578,5966862,681198,28617888,0,0,3577233,3577233
4,3,0.1,100000,3577295,6425737,373736,28618392,0,0,3577296,3577296
4,6,0.01,1000000,1140448,7317989,1340298,28412664,0,0,3551580,3551580
9,6,0.01,100000,1774780,6242770,1194935,28177448,0,0,3522178,3522178
2,5,0.05,10000,1987465,6488457,961783,28603320,0,0,3575412,3575412
1,7,0.1,100000,988087,7175429,1164963,27368832,0,0,3421101,3421101
3,5,0.01,10000,3575411,5214503,762277,28603320,0,0,3575412,3575412
1,3,0.1,10000,3216888,6363426,511871,28618392,0,0,3577296,3577296
4,7,0.1,10000,871629,6468555,1002956,24744088,0,0,3093008,3093008
3,7,0.05,100000,1870227,6372059,1048693,27368832,0,0,3421101,3421101
8,5,0.05,100000,941344,4780668,923935,28617888,0,0,3577233,3577233
8,7,0.05,100000,1009860,6669971,992433,27368832,0,0,3421101,3421101
8,4,0.2,1000000,1677330,6509670,800953,28618392,0,0,3577296,3577296
6,5,0.01,100000,1082144,6235281,958369,28617888,0,0,3577233,3577233
4,0,0.05,10000,2147,7009324,1007,192152,0,0,5019,24016
4,0,0.05,1000000,2339558,6815955,1042904,18716496,0,0,2339559,2339559
9,0,0.05,100000,27050,7110302,74555,2114328,0,0,84759,264288
4,5,0.01,1000000,2712332,6350978,602814,28618392,0,0,3577296,3577296
3,5,0.2,100000,2608931,6293902,919650,28617888,0,0,3577233,3577233
8,4,0.05,100000,1019962,5011014,681103,28617720,0,0,3577212,3577212
9,5,0.05,100000,3577232,6525267,776523,28617888,0,0,3577233,3577233
5,3,0.05,1000000,3395752,6760635,591371,28618392,0,0,3577296,3577296
0,5,0.05,1000000,406161,6082164,826063,28618392,0,0,3577294,3577296
9,6,0.1,1000000,3551579,6401290,1120973,28412664,0,0,3551580,3551580
0,6,0.2,10000,3390659,6837758,1220329,27125304,0,0,3390660,3390660
8,4,0.2,100000,3577211,6146805,887770,28617720,0,0,3577212,3577212
9,6,0.2,100000,3023632,6568435,1242341,28177448,0,0,3522178,3522178
4,5,0.2,10000,2514249,6316647,979120,28603320,0,0,3575412,3575412
9,0,0.1,100000,264287,6370168,106108,2114328,0,0,264288,264288
5,0,0.2,10000,22917,6407356,70991,192152,0,0,24016,24016
2,4,0.05,1000000,569741,6528557,1066970,28618392,0,0,3577296,3577296
0,4,0.2,100000,1677330,6052560,903795,28617720,0,0,3577212,3577212
1,5,0.1,1000000,855923,6513048,803827,28618392,0,0,3577296,3577296
9,7,0.01,100000,1728967,6403120,1178624,27368832,0,0,3421101,3421101
0,3,0.2,100000,2859158,6040674,449944,28618392,0,0,3577296,3577296
8,5,0.05,10000,3575411,6196512,837684,28603320,0,0,3575412,3575412
1,4,0.01,10000,2690337,6705227,861149,28602776,0,0,3575344,3575344
3,4,0.05,10000,3575343,6765852,842913,28602776,0,0,3575344,3575344
7,6,0.2,10000,2068574,6534018,1015097,27125304,0,0,3390660,3390660
6,6,0.1,10000,857685,7093877,1289512,27125304,0,0,3390660,3390660
6,0,0.05,100000,135233,6695039,40137,2114328,0,0,264288,264288
2,5,0.01,1000000,548957,6613132,935587,28618392,0,0,3577296,3577296
2,0,0.01,10000,18269,6046395,967,192152,0,0,24016,24016
5,3,0.01,100000,3577295,6460403,505582,28618392,0,0,3577296,3577296
1,3,0.01,10000,3538840,6621945,467076,28618392,0,0,3577296,3577296
3,0,0.1,100000,232327,6461138,94396,2114328,0,0,264288,264288
9,7,0.1,100000,838694,6583002,1280709,27368832,0,0,3421101,3421101
8,3,0.1,10000,3216888,6715003,454066,28618392,0,0,3577296,3577296
7,5,0.2,10000,1215818,7274268,802762,28603320,0,0,3575412,3575412
0,5,0.01,10000,1082162,6554087,971615,28603320,0,0,3575412,3575412
8,6,0.05,100000,1028499,6916576,1101242,28177448,0,0,3522178,3522178
9,3,0.2,10000,2859158,5400527,466329,28618392,0,0,3577296,3577296
8,3,0.01,10000,3577295,6234512,316981,28618392,0,0,3577296,3577296
8,6,0.2,1000000,2437296,5973481,1016967,28412664,0,0,3551580,3551580
9,5,0.2,10000,1215818,5609027,814450,28603320,0,0,3575412,3575412
8,0,0.01,100000,7155,7240493,73477,2114328,0,0,16983,264288
8,0,0.1,10000,17627,5775652,971,192152,0,0,24016,24016
3,6,0.01,10000,3390659,7107128,1303691,27125304,0,0,3390660,3390660
4,3,0.2,100000,3577295,6534659,547830,28618392,0,0,3577296,3577296
4,7,0.1,100000,988087,6877729,953346,27368832,0,0,3421101,3421101
3,6,0.1,10000,2101131,6941505,919526,27125304,0,0,3390660,3390660
3,6,0.2,10000,1182085,6861570,1069136,27125304,0,0,3390660,3390660
5,3,0.2,1000000,3577295,6203228,282411,28618392,0,0,3577296,3577296
1,3,0.05,1000000,3395752,6082788,532766,28618392,0,0,3577296,3577296
7,5,0.01,10000,1832172,6189424,802815,28603320,0,0,3575412,3575412
8,4,0.1,100000,1918598,5645917,738451,28617720,0,0,3577212,3577212
6,6,0.01,10000,1142065,6444483,1197697,27125304,0,0,3390660,3390660
9,0,0.2,100000,112228,5774236,53687,2114328,0,0,264288,264288
4,0,0.2,10000,10322,6041177,1024,192152,0,0,24016,24016
9,5,0.1,100000,3577232,6629419,651518,28617888,0,0,3577233,3577233
8,7,0.01,10000,3093007,7162818,613273,24744088,0,0,3093008,3093008
