id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value,rank
3,5,0.1,100000,0.5,630967,1,240,16402,23,4,1695850
3,0,0.01,100000,0.5,653311,1,2760,136081,23,44247,133344
8,7,0.05,10000,0.5,849952,1,1848,880485,23,12,1494483
6,6,0.05,1000000,0.0,686800,0,504,213470,23,0,369889
7,5,0.01,100000,1.0,2829298,2,10200,1836870,23,99513,3577232
0,7,0.01,100000,1.0,2045139,1,8544,1372657,23,99999,3421100
7,3,0.2,1000000,0.0,898215,1,1080,2152038,23,6,2859158
8,7,0.05,1000000,0.25,855069,1,1704,832354,23,0,1004199
4,5,0.1,100000,0.25,631723,1,240,16402,23,1,855922
1,7,0.05,1000000,0.75,843287,1,1704,832354,23,3130,2775409
5,4,0.05,1000000,0.25,755665,0,960,520169,23,2,1019924
1,4,0.05,100000,0.0,756031,2,984,521997,23,1,569746
3,4,0.05,10000,0.25,753913,1,984,523495,23,2,1020025
0,5,0.1,10000,0.25,631221,0,240,17673,23,1,855920
0,3,0.1,1000000,0.25,1269520,1,2112,2861767,23,6,3216888
4,4,0.1,10000,0.0,639417,1,600,47274,23,1,396349
1,4,0.1,100000,0.0,632809,1,648,46973,23,1,396192
1,7,0.2,1000000,0.5,622795,1,144,6642,23,6,1763586
1,0,0.2,1000000,0.5,649210,1,168,1224979,23,304094,1005800
6,7,0.05,1000000,0.25,837174,1,1704,832354,23,0,1004199
7,7,0.05,10000,0.75,846941,1,1848,880485,23,1184,2453694
7,0,0.1,1000000,0.5,664096,0,264,1230864,23,478216,1304823
8,7,0.1,100000,1.0,708284,1,768,499182,23,99999,3421100
4,6,0.05,100000,0.75,685140,1,480,234314,23,1490,2591403
1,5,0.05,100000,0.75,740173,1,840,451585,23,19,2970122
4,6,0.1,1000000,0.0,639186,1,240,19941,23,6,857453
7,5,0.2,10000,0.75,622141,1,312,316,23,13,2946016
3,3,0.2,10000,0.5,892132,0,1080,2152038,23,6,2859158
2,6,0.05,1000000,0.75,681303,1,504,213470,23,1861,2881517
3,6,0.1,100000,0.25,637624,0,216,21720,23,6,857476
4,4,0.1,1000000,0.0,633621,1,624,46957,23,1,396185
1,5,0.1,1000000,0.0,637893,1,840,16343,23,0,298452
5,3,0.1,100000,1.0,1266086,1,2112,2861767,23,17,3577295
2,3,0.1,10000,0.5,1263702,1,2112,2861767,23,6,3216888
1,6,0.2,100000,0.0,622356,0,168,52,22,12,1178761
2,5,0.2,100000,0.0,623899,1,288,277,23,1,1072953
4,7,0.2,1000000,0.25,621871,0,144,6642,23,6,1763586
8,0,0.01,10000,0.5,613782,1,1872,13613,23,5079,12319
3,5,0.2,100000,0.5,622625,1,288,277,23,4,1801350
0,7,0.2,100000,0.5,644452,1,216,9352,23,6,1833759
5,6,0.2,1000000,0.0,633760,0,168,33,21,12,1463483
1,6,0.2,100000,1.0,627932,1,168,52,22,99995,3522177
2,6,0.1,1000000,0.0,637653,1,240,19941,23,6,857453
9,6,0.1,100000,0.75,641650,1,216,21720,23,2210,3174390
0,7,0.01,10000,0.5,2155146,1,8376,1399236,23,36,1605542
2,5,0.1,10000,0.5,627010,0,240,17673,23,4,1694747
1,0,0.05,10000,0.25,619792,1,432,13317,23,2393,6334
4,3,0.1,1000000,0.0,1270051,1,2112,2861767,23,6,3216888
9,6,0.05,100000,0.0,803507,1,480,234314,23,0,373852
8,5,0.1,1000000,0.0,636905,1,840,16343,23,0,298452
8,3,0.2,10000,0.25,898735,1,1080,2152038,23,6,2859158
4,3,0.01,10000,0.5,7117956,2,19272,3504348,23,6,3538840
6,4,0.2,1000000,0.75,621178,0,144,50,22,9,2866659
5,6,0.2,1000000,0.75,630507,1,168,33,21,674,2437296
5,7,0.2,100000,0.25,630762,1,216,9352,23,6,1833759
7,4,0.01,1000000,0.75,2959726,2,10752,1895217,23,15,2690337
7,7,0.1,100000,0.0,711748,1,768,499182,23,0,838694
8,3,0.05,1000000,0.25,2020313,1,4200,3219150,23,6,3395752
5,4,0.2,10000,0.75,616461,2,144,58,22,9,2865683
3,3,0.01,10000,0.25,7069615,2,19272,3504348,23,6,3538840
4,0,0.05,100000,0.75,629323,1,2064,125529,23,79902,212034
6,6,0.05,1000000,0.75,682314,1,504,213470,23,1861,2881517
0,7,0.05,100000,1.0,849988,1,1752,865530,23,29300,3358873
3,3,0.2,100000,1.0,895473,1,1080,2152038,23,17,3577295
2,4,0.01,1000000,0.25,2915999,1,10752,1895217,23,2,1162873
1,5,0.05,1000000,0.0,741765,1,840,458984,23,0,406161
2,3,0.2,100000,1.0,897156,1,1080,2152038,23,17,3577295
3,5,0.2,10000,0.75,619495,1,312,316,23,13,2946016
6,4,0.2,10000,1.0,616811,0,144,58,22,10000,3575343
5,4,0.1,1000000,0.0,634738,1,624,46957,23,1,396185
5,5,0.2,100000,0.25,617769,1,288,277,23,1,1072953
5,4,0.05,10000,1.0,750939,1,984,523495,23,10000,3575343
1,4,0.01,1000000,0.25,2910654,1,10752,1895217,23,2,1162873
1,4,0.05,1000000,0.25,754011,1,960,520169,23,2,1019924
8,5,0.05,1000000,0.5,736720,0,840,458984,23,6,1987465
4,7,0.01,100000,0.25,2047606,1,8544,1372657,23,0,1146540
6,0,0.05,100000,0.75,625195,1,2064,125529,23,79902,212034
0,4,0.1,1000000,0.25,640016,1,624,46957,23,2,973741
7,7,0.01,1000000,0.0,2037778,2,8112,1375496,23,0,1145441
5,3,0.01,10000,0.0,7025362,3,19272,3504348,23,6,3538840
6,0,0.2,10000,1.0,619621,1,168,13283,23,9128,22917
4,3,0.2,1000000,1.0,898721,1,1080,2152038,23,17,3577295
4,5,0.05,100000,0.75,739210,1,840,451585,23,19,2970122
0,6,0.01,1000000,0.75,1674568,2,4968,1133679,23,1664,2671132
0,6,0.05,10000,1.0,707662,1,1344,295231,23,6028,3333095
5,5,0.05,10000,0.0,750411,1,840,451213,23,0,406273
7,6,0.1,100000,0.5,643437,0,216,21720,23,232,1898209
0,4,0.05,1000000,0.75,755856,1,960,520169,23,15,2778730
7,4,0.1,1000000,0.0,636945,1,624,46957,23,1,396185
4,6,0.05,10000,0.25,701047,1,1344,295231,23,12,1027970
2,5,0.1,100000,0.75,630013,0,240,16402,23,13,2749578
0,7,0.1,10000,0.0,721887,1,816,572654,23,0,871629
5,0,0.2,10000,0.75,617058,1,168,13283,23,9128,22917
3,6,0.2,100000,0.0,625583,1,168,52,22,12,1178761
3,3,0.1,100000,0.0,1261619,0,2112,2861767,23,6,3216888
4,6,0.01,1000000,0.75,1666312,1,4968,1133679,23,1664,2671132
4,7,0.1,1000000,0.0,708481,1,768,478743,23,0,828190
1,3,0.05,10000,0.5,1985805,1,4200,3219150,23,6,3395752
9,5,0.2,10000,1.0,619342,1,312,316,23,10000,3575411
3,4,0.1,1000000,0.25,638607,1,624,46957,23,2,973741
3,3,0.05,10000,0.0,1981245,1,4200,3219150,23,6,3395752
8,6,0.1,100000,0.25,637195,1,216,21720,23,6,857476
9,3,0.05,100000,0.25,1982670,1,4200,3219150,23,6,3395752
8,4,0.1,10000,0.75,632890,1,600,47274,23,22,3268279
7,6,0.2,10000,1.0,627421,0,168,56,22,10000,3390659
9,0,0.1,1000000,0.5,667874,1,264,1230864,23,478216,1304823
9,3,0.05,1000000,0.25,1987232,1,4200,3219150,23,6,3395752
3,5,0.05,100000,0.5,731988,0,840,451585,23,6,1987465
9,6,0.1,100000,0.0,636420,0,216,21720,23,6,857476
1,4,0.1,1000000,0.0,636690,1,624,46957,23,1,396185
3,6,0.2,10000,0.5,627876,0,168,56,22,126,2068574
7,0,0.2,1000000,0.25,644463,1,168,1224979,23,304094,1005800
2,4,0.05,10000,0.5,751649,1,984,523495,23,6,1832068
1,7,0.2,10000,0.75,632358,1,144,53989,23,744,2628264
6,3,0.05,10000,0.5,1983381,1,4200,3219150,23,6,3395752
4,5,0.1,100000,0.5,635200,0,240,16402,23,4,1695850
2,3,0.01,100000,0.25,7018283,1,19272,3504348,23,6,3538840
6,4,0.2,10000,0.25,615702,1,144,58,22,3,1677330
3,0,0.01,100000,0.25,664775,1,2760,136081,23,21325,69760
8,3,0.1,1000000,0.5,1275979,1,2112,2861767,23,6,3216888
1,5,0.1,10000,0.25,629181,1,240,17673,23,1,855920
1,4,0.1,1000000,0.5,635928,1,624,46957,23,5,1918598
7,3,0.2,1000000,0.75,896248,1,1080,2152038,23,6,2859158
3,3,0.2,100000,0.0,893626,1,1080,2152038,23,6,2859158
2,4,0.1,100000,0.0,649295,0,648,46973,23,1,396192
9,3,0.05,1000000,0.75,1981222,1,4200,3219150,23,6,3395752
0,6,0.05,100000,0.5,687670,0,480,234314,23,270,1779991
7,5,0.2,10000,0.0,621539,1,312,316,23,1,1215818
4,3,0.01,1000000,0.25,7056687,1,19272,3504348,23,6,3538840
8,6,0.05,10000,0.5,755681,1,1344,295231,23,169,1659173
0,7,0.2,1000000,0.75,627739,1,144,6642,23,1302,2938482
1,6,0.1,1000000,0.25,636744,1,240,19941,23,6,857453
4,7,0.05,1000000,0.75,834203,1,1704,832354,23,3130,2775409
8,6,0.01,1000000,0.5,1682325,1,4968,1133679,23,443,1815992
9,7,0.05,100000,0.75,851577,1,1752,865530,23,3118,2736083
8,3,0.2,1000000,0.75,891481,1,1080,2152038,23,6,2859158
4,3,0.1,10000,0.75,1263741,1,2112,2861767,23,6,3216888
0,4,0.05,10000,1.0,752321,0,984,523495,23,10000,3575343
6,4,0.05,1000000,0.0,751944,1,960,520169,23,1,569741
8,3,0.05,100000,0.25,1986843,1,4200,3219150,23,6,3395752
5,7,0.1,10000,0.0,720514,1,816,572654,23,0,871629
0,4,0.05,1000000,1.0,747377,1,960,520169,23,110,3493284
6,7,0.2,10000,1.0,623711,0,144,53989,23,10000,3093007
4,4,0.2,1000000,0.75,616143,0,144,50,22,9,2866659
6,4,0.1,100000,0.75,630589,1,648,46973,23,22,3269213
5,3,0.1,1000000,0.75,1260681,1,2112,2861767,23,6,3216888
3,5,0.05,10000,0.25,735128,1,840,451213,23,1,941468
2,3,0.2,100000,0.5,893932,1,1080,2152038,23,6,2859158
3,3,0.05,100000,0.0,1978642,2,4200,3219150,23,6,3395752
8,4,0.1,10000,0.25,635519,1,600,47274,23,2,973741
7,4,0.1,10000,1.0,637063,0,600,47274,23,10000,3575343
3,3,0.2,10000,1.0,894479,1,1080,2152038,23,17,3577295
6,7,0.05,100000,0.5,844634,2,1752,865530,23,171,1870227
7,0,0.1,100000,0.0,619569,1,984,122827,23,16780,67102
7,5,0.01,10000,0.75,2826138,1,9840,1836189,23,16,2712332
3,0,0.05,1000000,0.75,705136,1,408,1241820,23,723808,1816880
5,6,0.05,10000,0.0,698965,1,1344,295231,23,0,381288
1,0,0.01,100000,1.0,656969,1,2760,136081,23,100000,264287
2,6,0.01,10000,1.0,1710513,2,5328,1142414,23,10000,3390659
8,5,0.05,100000,0.75,736933,1,840,451585,23,19,2970122
4,0,0.01,10000,0.25,619368,1,1872,13613,23,2471,5977
4,3,0.01,100000,0.75,7035145,1,19272,3504348,23,6,3538840
4,6,0.2,1000000,0.25,630200,0,168,33,21,12,1463483
0,4,0.1,100000,0.25,636613,1,648,46973,23,2,973741
5,5,0.01,100000,1.0,2828606,2,10200,1836870,23,99513,3577232
3,5,0.05,1000000,0.5,798110,1,840,458984,23,6,1987465
4,4,0.01,100000,0.5,2903863,1,10200,1895435,23,6,1860257
8,0,0.01,1000000,1.0,994445,1,2472,1318592,23,1000000,2339558
0,0,0.05,1000000,0.75,689648,1,408,1241820,23,723808,1816880
8,5,0.1,1000000,1.0,632481,1,840,16343,23,542196,3577295
1,0,0.01,1000000,0.75,994185,0,2472,1318592,23,736447,1766293
1,3,0.05,10000,0.0,1987879,1,4200,3219150,23,6,3395752
9,6,0.01,1000000,0.25,1724684,0,4968,1133679,23,12,1140448
9,7,0.1,1000000,0.0,707706,1,768,478743,23,0,828190
5,7,0.2,1000000,0.5,620205,1,144,6642,23,6,1763586
9,5,0.1,10000,0.0,684119,1,240,17673,23,1,855920
7,5,0.1,1000000,0.25,632021,1,840,16343,23,1,855923
2,4,0.2,10000,0.75,619212,1,144,58,22,9,2865683
6,6,0.05,100000,0.75,690082,1,480,234314,23,1490,2591403
5,5,0.2,100000,1.0,621132,1,288,277,23,99513,3577232
0,0,0.1,100000,0.75,619751,1,984,122827,23,83138,232327
2,4,0.1,1000000,0.5,635255,1,624,46957,23,5,1918598
6,0,0.2,10000,0.75,614597,0,168,13283,23,9128,22917
6,7,0.1,100000,0.0,734262,0,768,499182,23,0,838694
5,7,0.05,10000,0.0,853329,1,1848,880485,23,0,1026150
9,7,0.01,1000000,0.75,2025531,2,8112,1375496,23,3118,2663355
9,3,0.2,1000000,0.25,894422,0,1080,2152038,23,6,2859158
2,5,0.05,10000,1.0,732094,1,840,451213,23,10000,3575411
6,5,0.2,1000000,0.0,624488,1,168,261,23,2,1599628
3,0,0.2,10000,0.75,616492,1,168,13283,23,9128,22917
1,6,0.01,100000,0.0,1660997,1,4992,1118675,23,0,511890
0,6,0.2,100000,0.5,624291,0,168,52,22,126,2008010
5,0,0.1,100000,0.25,614855,1,984,122827,23,16780,67102
6,5,0.05,10000,1.0,733065,0,840,451213,23,10000,3575411
6,3,0.01,100000,1.0,7018669,3,19272,3504348,23,17,3577295
0,0,0.2,100000,0.75,620596,1,456,122135,23,88692,198719
9,6,0.2,100000,0.25,627582,1,168,52,22,12,1178761
4,3,0.01,1000000,0.5,7022175,1,19272,3504348,23,6,3538840
9,0,0.05,10000,0.5,609342,1,432,13317,23,4547,11631
7,7,0.01,1000000,0.25,2036192,1,8112,1375496,23,0,1145441
5,0,0.01,1000000,0.0,992401,1,2472,1318592,23,15670,65491
6,3,0.05,10000,0.25,1985743,2,4200,3219150,23,6,3395752
8,7,0.2,1000000,1.0,623701,1,144,6642,23,999995,3531027
3,5,0.05,1000000,0.0,738973,1,840,458984,23,0,406161
0,6,0.05,1000000,0.25,684756,1,504,213470,23,12,1027876
0,6,0.1,100000,0.25,632797,1,216,21720,23,6,857476
4,4,0.01,10000,0.25,2945354,1,10752,1902000,23,2,1162893
9,5,0.2,1000000,0.5,622145,1,168,261,23,2,1599628
6,5,0.05,1000000,0.25,736590,1,840,458984,23,1,941345
9,3,0.05,10000,0.5,1986617,1,4200,3219150,23,6,3395752
3,4,0.05,1000000,0.0,749356,1,960,520169,23,1,569741
0,5,0.1,10000,0.75,627493,1,240,17673,23,13,2749578
6,3,0.05,100000,0.0,1991300,1,4200,3219150,23,6,3395752
0,4,0.1,100000,1.0,634597,1,648,46973,23,99738,3577211
6,5,0.1,1000000,0.0,635378,1,840,16343,23,0,298452
2,4,0.2,1000000,0.75,614990,1,144,50,22,9,2866659
1,3,0.01,100000,0.0,7041718,3,19272,3504348,23,6,3538840
4,0,0.01,1000000,0.75,1000838,1,2472,1318592,23,736447,1766293
8,3,0.01,10000,0.5,7062148,2,19272,3504348,23,6,3538840
0,3,0.2,100000,0.75,899142,1,1080,2152038,23,6,2859158
1,7,0.05,1000000,1.0,832125,1,1704,832354,23,50774,3444127
1,4,0.1,1000000,0.75,630270,1,624,46957,23,22,3269255
4,3,0.01,100000,0.5,7087625,1,19272,3504348,23,6,3538840
2,5,0.01,1000000,1.0,2853239,1,10320,1835851,23,542196,3577295
7,0,0.2,10000,0.75,616073,1,168,13283,23,9128,22917
2,0,0.05,100000,0.75,623652,1,2064,125529,23,79902,212034
3,4,0.01,10000,1.0,2950436,2,10752,1902000,23,10000,3575343
2,5,0.2,1000000,0.75,624099,1,168,261,23,8,2714523
6,7,0.01,10000,0.25,2152003,1,8376,1399236,23,0,1149864
2,3,0.05,100000,0.25,2006810,1,4200,3219150,23,6,3395752
9,0,0.1,10000,0.0,615411,1,240,13290,23,1665,5087
6,3,0.01,1000000,1.0,7051790,2,19272,3504348,23,17,3577295
6,7,0.2,10000,0.0,629577,1,144,53989,23,4,1666939
6,3,0.05,100000,0.25,1988736,1,4200,3219150,23,6,3395752
8,7,0.1,1000000,0.25,708667,1,768,478743,23,6,1405920
1,5,0.01,10000,0.0,2852230,2,9840,1836189,23,0,548975
1,7,0.05,100000,0.0,847655,1,1752,865530,23,0,1009860
1,4,0.01,10000,1.0,2996723,2,10752,1902000,23,10000,3575343
2,0,0.05,10000,0.75,616233,1,432,13317,23,7131,17872
5,5,0.1,1000000,0.25,640818,0,840,16343,23,1,855923
6,5,0.2,10000,0.75,616847,1,312,316,23,13,2946016
5,4,0.1,100000,0.5,641540,1,648,46973,23,5,1918598
1,6,0.01,100000,0.75,1697426,2,4992,1118675,23,1664,2671103
0,7,0.2,10000,0.0,630301,2,144,53989,23,4,1666939
1,5,0.2,100000,0.25,643855,1,288,277,23,1,1072953
2,3,0.2,10000,1.0,896658,1,1080,2152038,23,17,3577295
8,7,0.01,1000000,0.25,2044195,1,8112,1375496,23,0,1145441
5,6,0.2,1000000,0.25,630436,1,168,33,21,12,1463483
4,7,0.2,1000000,1.0,621989,1,144,6642,23,999995,3531027
3,7,0.05,100000,0.75,849785,1,1752,865530,23,3118,2736083
5,5,0.01,10000,0.25,2833525,1,9840,1836189,23,1,1082162
4,0,0.05,10000,0.75,614824,1,432,13317,23,7131,17872
5,7,0.05,10000,0.25,849194,1,1848,880485,23,0,1026150
3,4,0.05,10000,0.0,773779,0,984,523495,23,1,569838
5,4,0.05,100000,1.0,756645,1,984,521997,23,110,3493242
5,0,0.1,10000,0.5,626721,2,240,13290,23,4115,11260
0,4,0.2,1000000,0.0,616154,1,144,50,22,3,1677330
5,7,0.1,1000000,1.0,708034,1,768,478743,23,22220,3392804
4,0,0.2,10000,0.5,619954,1,168,13283,23,3210,10322
1,7,0.01,1000000,1.0,2063097,1,8112,1375496,23,999995,3531027
7,5,0.01,10000,0.25,2863465,1,9840,1836189,23,1,1082162
8,0,0.01,100000,0.75,657516,1,2760,136081,23,79830,201306
8,6,0.01,1000000,0.0,1687001,1,4968,1133679,23,0,511613
7,7,0.2,10000,0.75,624396,1,144,53989,23,744,2628264
1,6,0.01,100000,0.25,1656387,1,4992,1118675,23,12,1140749
2,3,0.2,1000000,0.75,894329,1,1080,2152038,23,6,2859158
9,0,0.2,100000,0.75,620975,1,456,122135,23,88692,198719
4,0,0.2,1000000,0.75,652043,1,168,1224979,23,912165,2225557
2,5,0.05,1000000,1.0,742279,1,840,458984,23,542196,3577295
1,7,0.1,1000000,0.25,700763,1,768,478743,23,6,1405920
2,6,0.2,100000,1.0,621384,0,168,52,22,99995,3522177
4,4,0.05,1000000,0.75,755821,1,960,520169,23,15,2778730
5,6,0.01,100000,0.25,1655129,1,4992,1118675,23,12,1140749
5,4,0.05,10000,0.0,755377,0,984,523495,23,1,569838
7,7,0.05,10000,0.0,858113,1,1848,880485,23,0,1026150
5,5,0.1,100000,0.75,631889,1,240,16402,23,13,2749578
5,4,0.1,10000,1.0,633236,0,600,47274,23,10000,3575343
4,7,0.2,10000,0.25,623452,0,144,53989,23,4,1666939
2,7,0.01,100000,0.0,2042461,2,8544,1372657,23,0,1146540
0,7,0.2,1000000,0.5,623057,1,144,6642,23,6,1763586
0,6,0.01,1000000,0.0,1667707,1,4968,1133679,23,0,511613
1,7,0.01,100000,0.5,2064878,1,8544,1372657,23,136,1728967
4,0,0.05,100000,0.0,623956,1,2064,125529,23,7131,27050
0,0,0.1,1000000,0.5,665767,1,264,1230864,23,478216,1304823
6,3,0.1,1000000,0.5,1267101,1,2112,2861767,23,6,3216888
2,7,0.2,1000000,0.5,625279,1,144,6642,23,6,1763586
4,0,0.01,10000,0.0,618516,1,1872,13613,23,127,536
4,0,0.1,100000,1.0,617701,0,984,122827,23,100000,264287
5,6,0.01,100000,0.75,1650342,1,4992,1118675,23,1664,2671103
7,7,0.1,10000,0.75,720291,1,816,572654,23,1302,2579076
7,5,0.1,100000,0.0,628139,0,240,16402,23,1,855922
8,3,0.05,100000,0.75,1985581,1,4200,3219150,23,6,3395752
4,0,0.1,1000000,0.75,668907,1,264,1230864,23,775352,2050374
0,0,0.2,100000,0.5,619316,1,456,122135,23,26575,112228
3,7,0.1,10000,0.75,729753,0,816,572654,23,1302,2579076
7,5,0.01,100000,0.0,2846294,2,10200,1836870,23,0,548958
7,5,0.2,10000,1.0,648975,1,312,316,23,10000,3575411
2,0,0.05,1000000,0.25,699930,0,408,1241820,23,226500,613375
3,0,0.01,10000,0.0,616944,1,1872,13613,23,127,536
9,4,0.2,1000000,0.75,616126,0,144,50,22,9,2866659
5,7,0.1,10000,0.75,723141,1,816,572654,23,1302,2579076
5,0,0.2,1000000,0.0,644475,0,168,1224979,23,304094,1005800
4,6,0.01,100000,0.25,1671667,1,4992,1118675,23,12,1140749
4,6,0.01,10000,0.0,1759376,2,5328,1142414,23,0,513223
5,3,0.2,10000,0.0,897376,1,1080,2152038,23,6,2859158
5,3,0.05,1000000,0.0,2014167,1,4200,3219150,23,6,3395752
7,3,0.1,10000,0.0,1268461,2,2112,2861767,23,6,3216888
2,0,0.01,10000,0.25,620010,1,1872,13613,23,2471,5977
3,7,0.1,1000000,1.0,703357,1,768,478743,23,22220,3392804
8,3,0.2,1000000,1.0,895884,1,1080,2152038,23,17,3577295
1,5,0.01,10000,1.0,2830127,1,9840,1836189,23,10000,3575411
0,6,0.2,10000,0.75,623198,1,168,56,22,1664,3018440
7,0,0.1,100000,0.75,623171,0,984,122827,23,83138,232327
7,7,0.2,100000,0.0,625523,1,216,9352,23,0,595268
2,0,0.2,100000,0.0,618916,1,456,122135,23,26575,112228
2,5,0.2,10000,0.25,623247,1,312,316,23,1,1215818
0,3,0.2,10000,1.0,898868,1,1080,2152038,23,17,3577295
9,7,0.2,100000,0.0,623210,1,216,9352,23,0,595268
7,7,0.1,10000,1.0,719068,1,816,572654,23,10000,3093007
2,4,0.01,100000,0.75,2912074,1,10200,1895435,23,15,2690337
2,0,0.1,1000000,0.5,668260,1,264,1230864,23,478216,1304823
1,7,0.2,10000,0.25,624297,1,144,53989,23,4,1666939
1,6,0.05,100000,0.25,696124,1,480,234314,23,12,1028499
6,7,0.2,100000,0.75,623982,1,216,9352,23,1989,2953678
5,6,0.01,1000000,0.5,1667284,1,4968,1133679,23,443,1815992
8,5,0.01,10000,0.0,2826856,2,9840,1836189,23,0,548975
7,7,0.2,100000,0.5,626165,0,216,9352,23,6,1833759
6,0,0.05,100000,0.0,624662,1,2064,125529,23,7131,27050
9,7,0.2,1000000,0.5,627498,0,144,6642,23,6,1763586
8,4,0.1,1000000,0.75,638180,1,624,46957,23,22,3269255
2,5,0.1,100000,0.5,641782,0,240,16402,23,4,1695850
4,4,0.1,1000000,1.0,638088,1,624,46957,23,453190,3577295
1,4,0.1,10000,1.0,639704,1,600,47274,23,10000,3575343
1,3,0.2,1000000,0.75,896990,1,1080,2152038,23,6,2859158
3,3,0.2,1000000,0.0,920969,1,1080,2152038,23,6,2859158
9,3,0.1,100000,0.75,1269586,2,2112,2861767,23,6,3216888
4,0,0.01,10000,0.75,621093,1,1872,13613,23,7637,18269
5,0,0.01,100000,0.5,672756,1,2760,136081,23,44247,133344
9,7,0.05,10000,0.25,874029,1,1848,880485,23,0,1026150
6,5,0.01,100000,0.0,2882750,1,10200,1836870,23,0,548958
1,7,0.01,1000000,0.75,2041362,1,8112,1375496,23,3118,2663355
3,7,0.05,10000,1.0,856786,1,1848,880485,23,10000,3093007
2,6,0.05,10000,0.25,700517,1,1344,295231,23,12,1027970
0,6,0.01,10000,0.5,1708945,1,5328,1142414,23,351,1754469
9,7,0.1,10000,0.5,722917,1,816,572654,23,36,1614536
0,4,0.05,100000,1.0,759251,2,984,521997,23,110,3493242
2,6,0.2,10000,0.0,628689,1,168,56,22,12,1182085
1,3,0.2,100000,0.75,899258,1,1080,2152038,23,6,2859158
1,0,0.2,100000,0.25,622188,0,456,122135,23,26575,112228
6,3,0.1,10000,1.0,1269904,1,2112,2861767,23,17,3577295
3,4,0.01,100000,0.25,2919039,1,10200,1895435,23,2,1162874
2,4,0.1,100000,0.25,639805,1,648,46973,23,2,973741
2,7,0.05,10000,1.0,854594,1,1848,880485,23,10000,3093007
1,0,0.05,100000,1.0,623665,2,2064,125529,23,99408,263686
3,6,0.01,10000,0.25,1709230,1,5328,1142414,23,12,1142065
3,0,0.05,100000,0.0,625877,1,2064,125529,23,7131,27050
3,7,0.1,100000,0.0,710938,1,768,499182,23,0,838694
9,5,0.05,100000,0.0,750121,1,840,451585,23,0,406156
7,7,0.05,10000,1.0,852827,1,1848,880485,23,10000,3093007
9,5,0.01,100000,0.5,2848780,1,10200,1836870,23,5,1832154
9,7,0.1,100000,1.0,712925,1,768,499182,23,99999,3421100
0,5,0.01,1000000,0.5,2843677,1,10320,1835851,23,5,1832153
1,6,0.05,10000,0.75,708364,2,1344,295231,23,1664,2762264
6,4,0.05,10000,0.0,750992,1,984,523495,23,1,569838
8,6,0.05,100000,0.5,686428,1,480,234314,23,270,1779991
0,4,0.01,10000,1.0,2929664,1,10752,1902000,23,10000,3575343
6,5,0.1,10000,0.75,630169,1,240,17673,23,13,2749578
6,4,0.01,10000,0.5,2956118,1,10752,1902000,23,6,1860276
1,0,0.2,1000000,0.75,668276,1,168,1224979,23,912165,2225557
3,5,0.01,100000,0.75,2851036,2,10200,1836870,23,16,2712332
1,6,0.05,1000000,0.0,690119,0,504,213470,23,0,369889
5,6,0.05,100000,0.25,693913,1,480,234314,23,12,1028499
9,3,0.05,10000,0.0,1983621,1,4200,3219150,23,6,3395752
5,7,0.05,1000000,0.75,832479,1,1704,832354,23,3130,2775409
4,6,0.05,100000,0.5,685335,0,480,234314,23,270,1779991
0,5,0.2,1000000,0.25,625368,0,168,261,23,2,1599628
6,0,0.01,1000000,0.25,999355,1,2472,1318592,23,232489,579608
9,7,0.05,1000000,0.75,833741,1,1704,832354,23,3130,2775409
4,5,0.1,100000,0.75,629830,1,240,16402,23,13,2749578
2,3,0.2,1000000,0.25,899559,0,1080,2152038,23,6,2859158
5,6,0.01,10000,0.25,1718949,1,5328,1142414,23,12,1142065
1,3,0.01,100000,0.25,7051372,1,19272,3504348,23,6,3538840
6,0,0.2,1000000,0.75,643229,1,168,1224979,23,912165,2225557
9,5,0.2,1000000,1.0,625187,1,168,261,23,542196,3577295
0,6,0.2,100000,0.25,628522,1,168,52,22,12,1178761
5,0,0.2,100000,0.25,616487,1,456,122135,23,26575,112228
1,4,0.2,1000000,1.0,618953,0,144,50,22,453190,3577295
2,0,0.1,10000,0.0,616333,1,240,13290,23,1665,5087
7,3,0.01,100000,1.0,7054955,3,19272,3504348,23,17,3577295
1,5,0.05,100000,0.5,735638,0,840,451585,23,6,1987465
5,0,0.01,10000,0.0,618313,1,1872,13613,23,127,536
7,7,0.1,1000000,0.75,707730,1,768,478743,23,1302,2488371
1,5,0.1,100000,0.75,630812,0,240,16402,23,13,2749578
9,6,0.01,100000,0.75,1656017,1,4992,1118675,23,1664,2671103
1,0,0.05,100000,0.75,629237,1,2064,125529,23,79902,212034
9,6,0.2,100000,0.5,677369,1,168,52,22,126,2008010
4,6,0.05,100000,0.0,688067,0,480,234314,23,0,373852
6,4,0.01,100000,1.0,2903355,1,10200,1895435,23,99738,3577211
2,6,0.2,100000,0.0,624804,1,168,52,22,12,1178761
4,6,0.01,100000,0.5,1656631,0,4992,1118675,23,413,1774780
0,6,0.05,10000,0.25,702900,1,1344,295231,23,12,1027970
3,6,0.2,10000,0.75,628343,1,168,56,22,1664,3018440
6,6,0.2,10000,0.0,627761,1,168,56,22,12,1182085
1,6,0.1,100000,0.5,645708,1,216,21720,23,232,1898209
1,5,0.2,10000,1.0,618766,1,312,316,23,10000,3575411
0,6,0.1,10000,1.0,635825,1,216,20351,23,10000,3390659
